dataset,query_mode,workload,query_id,node_id,node_type,node_class,join_count,relation_count,relations,estimated_cardinality,actual_cardinality,actual_loops,actual_rows_total,q_error,signed_log10_error,bias,total_cost,actual_total_time
Hollywood200K,balanced_duckdb_pg_200k,JOB,29a,29a:0021,Seq Scan,scan,0,1,company_name AS cn,297.0,297.0,6.0,1782.0,1.0,0.0,exact,395.04,1.089
Hollywood200K,balanced_duckdb_pg_200k,JOB,29a,29a:0022,Nested Loop,join,10,11,aka_name AS an|cast_info AS ci|company_name AS cn|info_type AS it|keyword AS k|movie_companies AS mc|movie_info AS mi|movie_keyword AS mk|name AS n|role_type AS rt|title AS t,1.0,2.0,1.0,2.0,2.0,-0.3010299956639812,under,21870.73,146.089
Hollywood200K,balanced_duckdb_pg_200k,JOB,29a,29a:0023,Index Scan,scan,0,1,complete_cast AS cc,2.0,2.0,2.0,4.0,1.0,0.0,exact,0.47,0.017
Hollywood200K,balanced_duckdb_pg_200k,JOB,29a,29a:0024,Nested Loop,join,11,12,aka_name AS an|cast_info AS ci|company_name AS cn|complete_cast AS cc|info_type AS it|keyword AS k|movie_companies AS mc|movie_info AS mi|movie_keyword AS mk|name AS n|role_type AS rt|title AS t,2.0,4.0,1.0,4.0,2.0,-0.3010299956639812,under,21871.23,146.129
Hollywood200K,balanced_duckdb_pg_200k,JOB,29a,29a:0025,Nested Loop,join,12,13,aka_name AS an|cast_info AS ci|comp_cast_type AS cct2|company_name AS cn|complete_cast AS cc|info_type AS it|keyword AS k|movie_companies AS mc|movie_info AS mi|movie_keyword AS mk|name AS n|role_type AS rt|title AS t,1.0,4.0,1.0,4.0,4.0,-0.6020599913279624,under,21872.3,146.144
Hollywood200K,balanced_duckdb_pg_200k,JOB,29a,29a:0026,Seq Scan,scan,0,1,char_name AS chn,1.0,1.0,4.0,4.0,1.0,0.0,exact,31419.86,82.013
Hollywood200K,balanced_duckdb_pg_200k,JOB,29a,29a:0027,Nested Loop,join,13,14,aka_name AS an|cast_info AS ci|char_name AS chn|comp_cast_type AS cct2|company_name AS cn|complete_cast AS cc|info_type AS it|keyword AS k|movie_companies AS mc|movie_info AS mi|movie_keyword AS mk|name AS n|role_type AS rt|title AS t,1.0,4.0,1.0,4.0,4.0,-0.6020599913279624,under,53292.18,474.203
Hollywood200K,balanced_duckdb_pg_200k,JOB,29a,29a:0028,Seq Scan,scan,0,1,comp_cast_type AS cct1,1.0,1.0,4.0,4.0,1.0,0.0,exact,1.05,0.002
Hollywood200K,balanced_duckdb_pg_200k,JOB,29a,29a:0029,Nested Loop,join,14,15,aka_name AS an|cast_info AS ci|char_name AS chn|comp_cast_type AS cct1|comp_cast_type AS cct2|company_name AS cn|complete_cast AS cc|info_type AS it|keyword AS k|movie_companies AS mc|movie_info AS mi|movie_keyword AS mk|name AS n|role_type AS rt|title AS t,1.0,2.0,1.0,2.0,2.0,-0.3010299956639812,under,53293.24,474.215
Hollywood200K,balanced_duckdb_pg_200k,JOB,29a,29a:0030,Index Scan,scan,0,1,person_info AS pi,6.0,5.0,2.0,10.0,1.2,0.07918124604762482,over,2.62,0.017
Hollywood200K,balanced_duckdb_pg_200k,JOB,29a,29a:0031,Nested Loop,join,15,16,aka_name AS an|cast_info AS ci|char_name AS chn|comp_cast_type AS cct1|comp_cast_type AS cct2|company_name AS cn|complete_cast AS cc|info_type AS it|keyword AS k|movie_companies AS mc|movie_info AS mi|movie_keyword AS mk|name AS n|person_info AS pi|role_type AS rt|title AS t,5.0,10.0,1.0,10.0,2.0,-0.3010299956639812,under,53295.94,474.255
Hollywood200K,balanced_duckdb_pg_200k,JOB,29a,29a:0032,Seq Scan,scan,0,1,info_type AS it3,1.0,1.0,1.0,1.0,1.0,0.0,exact,1.31,0.013
Hollywood200K,balanced_duckdb_pg_200k,JOB,29a,29a:0033,Hash Join,join,16,17,aka_name AS an|cast_info AS ci|char_name AS chn|comp_cast_type AS cct1|comp_cast_type AS cct2|company_name AS cn|complete_cast AS cc|info_type AS it|info_type AS it3|keyword AS k|movie_companies AS mc|movie_info AS mi|movie_keyword AS mk|name AS n|person_info AS pi|role_type AS rt|title AS t,1.0,2.0,1.0,2.0,2.0,-0.3010299956639812,under,53297.3,474.293
Hollywood200K,balanced_duckdb_pg_200k,JOB,29b,29b:0001,Seq Scan,scan,0,1,comp_cast_type AS cct2,1.0,1.0,1.0,1.0,1.0,0.0,exact,1.05,0.011
Hollywood200K,balanced_duckdb_pg_200k,JOB,29b,29b:0002,Seq Scan,scan,0,1,keyword AS k,1.0,1.0,1.0,1.0,1.0,0.0,exact,491.95,1.281
Hollywood200K,balanced_duckdb_pg_200k,JOB,29b,29b:0003,Seq Scan,scan,0,1,info_type AS it,1.0,1.0,1.0,1.0,1.0,0.0,exact,1.31,0.004
Hollywood200K,balanced_duckdb_pg_200k,JOB,29b,29b:0004,Bitmap Heap Scan,scan,0,1,title AS t,1.0,1.0,1.0,1.0,1.0,0.0,exact,8461.85,1.552
Hollywood200K,balanced_duckdb_pg_200k,JOB,29b,29b:0005,Index Scan,scan,0,1,movie_companies AS mc,2.0,3.0,1.0,3.0,1.5,-0.17609125905568127,under,9.37,0.015
Hollywood200K,balanced_duckdb_pg_200k,JOB,29b,29b:0006,Nested Loop,join,1,2,movie_companies AS mc|title AS t,2.0,3.0,1.0,3.0,1.5,-0.17609125905568127,under,8471.24,1.572
Hollywood200K,balanced_duckdb_pg_200k,JOB,29b,29b:0007,Index Scan,scan,0,1,cast_info AS ci,1.0,1.0,3.0,3.0,1.0,0.0,exact,1.11,0.011
Hollywood200K,balanced_duckdb_pg_200k,JOB,29b,29b:0008,Nested Loop,join,2,3,cast_info AS ci|movie_companies AS mc|title AS t,1.0,3.0,1.0,3.0,3.0,-0.4771212547196625,under,8473.48,1.612
Hollywood200K,balanced_duckdb_pg_200k,JOB,29b,29b:0009,Seq Scan,scan,0,1,name AS n,22.0,1.0,3.0,3.0,22.0,1.3424226808222062,over,12344.0,44.331
Hollywood200K,balanced_duckdb_pg_200k,JOB,29b,29b:0010,Nested Loop,join,3,4,cast_info AS ci|movie_companies AS mc|name AS n|title AS t,1.0,3.0,1.0,3.0,3.0,-0.4771212547196625,under,20817.75,134.61
Hollywood200K,balanced_duckdb_pg_200k,JOB,29b,29b:0011,Index Scan,scan,0,1,movie_info AS mi,1.0,1.0,3.0,3.0,1.0,0.0,exact,1.13,0.015
Hollywood200K,balanced_duckdb_pg_200k,JOB,29b,29b:0012,Nested Loop,join,4,5,cast_info AS ci|movie_companies AS mc|movie_info AS mi|name AS n|title AS t,1.0,3.0,1.0,3.0,3.0,-0.4771212547196625,under,20818.9,134.659
Hollywood200K,balanced_duckdb_pg_200k,JOB,29b,29b:0013,Nested Loop,join,5,6,cast_info AS ci|info_type AS it|movie_companies AS mc|movie_info AS mi|name AS n|title AS t,1.0,3.0,1.0,3.0,3.0,-0.4771212547196625,under,20820.22,134.667
Hollywood200K,balanced_duckdb_pg_200k,JOB,29b,29b:0014,Seq Scan,scan,0,1,role_type AS rt,1.0,1.0,3.0,3.0,1.0,0.0,exact,1.15,0.002
Hollywood200K,balanced_duckdb_pg_200k,JOB,29b,29b:0015,Nested Loop,join,6,7,cast_info AS ci|info_type AS it|movie_companies AS mc|movie_info AS mi|name AS n|role_type AS rt|title AS t,1.0,3.0,1.0,3.0,3.0,-0.4771212547196625,under,20821.38,134.677
Hollywood200K,balanced_duckdb_pg_200k,JOB,29b,29b:0016,Index Scan,scan,0,1,movie_keyword AS mk,9.0,13.0,3.0,39.0,1.4444444444444444,-0.1597008428675119,under,0.66,0.009
Hollywood200K,balanced_duckdb_pg_200k,JOB,29b,29b:0017,Nested Loop,join,7,8,cast_info AS ci|info_type AS it|movie_companies AS mc|movie_info AS mi|movie_keyword AS mk|name AS n|role_type AS rt|title AS t,6.0,39.0,1.0,39.0,6.5,-0.8129133566428556,under,20822.15,134.711
Hollywood200K,balanced_duckdb_pg_200k,JOB,29b,29b:0018,Nested Loop,join,8,9,cast_info AS ci|info_type AS it|keyword AS k|movie_companies AS mc|movie_info AS mi|movie_keyword AS mk|name AS n|role_type AS rt|title AS t,1.0,3.0,1.0,3.0,3.0,-0.4771212547196625,under,21314.18,135.996
Hollywood200K,balanced_duckdb_pg_200k,JOB,29b,29b:0019,Index Only Scan,scan,0,1,aka_name AS an,1.0,1.0,3.0,3.0,1.0,0.0,exact,2.13,0.004
Hollywood200K,balanced_duckdb_pg_200k,JOB,29b,29b:0020,Nested Loop,join,9,10,aka_name AS an|cast_info AS ci|info_type AS it|keyword AS k|movie_companies AS mc|movie_info AS mi|movie_keyword AS mk|name AS n|role_type AS rt|title AS t,1.0,3.0,1.0,3.0,3.0,-0.4771212547196625,under,21316.32,136.011
Hollywood200K,balanced_duckdb_pg_200k,JOB,29b,29b:0021,Seq Scan,scan,0,1,company_name AS cn,297.0,297.0,3.0,891.0,1.0,0.0,exact,395.04,1.095
Hollywood200K,balanced_duckdb_pg_200k,JOB,29b,29b:0022,Nested Loop,join,10,11,aka_name AS an|cast_info AS ci|company_name AS cn|info_type AS it|keyword AS k|movie_companies AS mc|movie_info AS mi|movie_keyword AS mk|name AS n|role_type AS rt|title AS t,1.0,1.0,1.0,1.0,1.0,0.0,exact,21715.07,139.331
Hollywood200K,balanced_duckdb_pg_200k,JOB,29b,29b:0023,Index Scan,scan,0,1,complete_cast AS cc,2.0,2.0,1.0,2.0,1.0,0.0,exact,0.47,0.017
Hollywood200K,balanced_duckdb_pg_200k,JOB,29b,29b:0024,Nested Loop,join,11,12,aka_name AS an|cast_info AS ci|company_name AS cn|complete_cast AS cc|info_type AS it|keyword AS k|movie_companies AS mc|movie_info AS mi|movie_keyword AS mk|name AS n|role_type AS rt|title AS t,2.0,2.0,1.0,2.0,1.0,0.0,exact,21715.56,139.35
Hollywood200K,balanced_duckdb_pg_200k,JOB,29b,29b:0025,Nested Loop,join,12,13,aka_name AS an|cast_info AS ci|comp_cast_type AS cct2|company_name AS cn|complete_cast AS cc|info_type AS it|keyword AS k|movie_companies AS mc|movie_info AS mi|movie_keyword AS mk|name AS n|role_type AS rt|title AS t,1.0,2.0,1.0,2.0,2.0,-0.3010299956639812,under,21716.64,139.362
Hollywood200K,balanced_duckdb_pg_200k,JOB,29b,29b:0026,Seq Scan,scan,0,1,char_name AS chn,1.0,1.0,2.0,2.0,1.0,0.0,exact,31419.86,81.096
Hollywood200K,balanced_duckdb_pg_200k,JOB,29b,29b:0027,Nested Loop,join,13,14,aka_name AS an|cast_info AS ci|char_name AS chn|comp_cast_type AS cct2|company_name AS cn|complete_cast AS cc|info_type AS it|keyword AS k|movie_companies AS mc|movie_info AS mi|movie_keyword AS mk|name AS n|role_type AS rt|title AS t,1.0,2.0,1.0,2.0,2.0,-0.3010299956639812,under,53136.51,301.558
Hollywood200K,balanced_duckdb_pg_200k,JOB,29b,29b:0028,Seq Scan,scan,0,1,comp_cast_type AS cct1,1.0,1.0,2.0,2.0,1.0,0.0,exact,1.05,0.002
Hollywood200K,balanced_duckdb_pg_200k,JOB,29b,29b:0029,Nested Loop,join,14,15,aka_name AS an|cast_info AS ci|char_name AS chn|comp_cast_type AS cct1|comp_cast_type AS cct2|company_name AS cn|complete_cast AS cc|info_type AS it|keyword AS k|movie_companies AS mc|movie_info AS mi|movie_keyword AS mk|name AS n|role_type AS rt|title AS t,1.0,1.0,1.0,1.0,1.0,0.0,exact,53137.58,301.563
Hollywood200K,balanced_duckdb_pg_200k,JOB,29b,29b:0030,Index Scan,scan,0,1,person_info AS pi,6.0,5.0,1.0,5.0,1.2,0.07918124604762482,over,2.62,0.012
Hollywood200K,balanced_duckdb_pg_200k,JOB,29b,29b:0031,Nested Loop,join,15,16,aka_name AS an|cast_info AS ci|char_name AS chn|comp_cast_type AS cct1|comp_cast_type AS cct2|company_name AS cn|complete_cast AS cc|info_type AS it|keyword AS k|movie_companies AS mc|movie_info AS mi|movie_keyword AS mk|name AS n|person_info AS pi|role_type AS rt|title AS t,5.0,5.0,1.0,5.0,1.0,0.0,exact,53140.28,301.578
Hollywood200K,balanced_duckdb_pg_200k,JOB,29b,29b:0032,Seq Scan,scan,0,1,info_type AS it3,1.0,1.0,1.0,1.0,1.0,0.0,exact,1.31,0.013
Hollywood200K,balanced_duckdb_pg_200k,JOB,29b,29b:0033,Hash Join,join,16,17,aka_name AS an|cast_info AS ci|char_name AS chn|comp_cast_type AS cct1|comp_cast_type AS cct2|company_name AS cn|complete_cast AS cc|info_type AS it|info_type AS it3|keyword AS k|movie_companies AS mc|movie_info AS mi|movie_keyword AS mk|name AS n|person_info AS pi|role_type AS rt|title AS t,1.0,1.0,1.0,1.0,1.0,0.0,exact,53141.63,301.612
Hollywood200K,balanced_duckdb_pg_200k,JOB,29c,29c:0001,Seq Scan,scan,0,1,char_name AS chn,1483829.0,1483829.0,1.0,1483829.0,1.0,0.0,exact,27710.29,75.366
Hollywood200K,balanced_duckdb_pg_200k,JOB,29c,29c:0002,Seq Scan,scan,0,1,keyword AS k,1.0,1.0,1.0,1.0,1.0,0.0,exact,491.95,1.32
Hollywood200K,balanced_duckdb_pg_200k,JOB,29c,29c:0003,Seq Scan,scan,0,1,comp_cast_type AS cct2,1.0,1.0,1.0,1.0,1.0,0.0,exact,1.05,0.01
Hollywood200K,balanced_duckdb_pg_200k,JOB,29c,29c:0004,Seq Scan,scan,0,1,company_name AS cn,297.0,297.0,1.0,297.0,1.0,0.0,exact,395.04,1.339
Hollywood200K,balanced_duckdb_pg_200k,JOB,29c,29c:0005,Seq Scan,scan,0,1,name AS n,22.0,1.0,1.0,1.0,22.0,1.3424226808222062,over,12344.0,44.219
Hollywood200K,balanced_duckdb_pg_200k,JOB,29c,29c:0006,Index Only Scan,scan,0,1,aka_name AS an,1.0,1.0,1.0,1.0,1.0,0.0,exact,4.49,0.008
Hollywood200K,balanced_duckdb_pg_200k,JOB,29c,29c:0007,Nested Loop,join,1,2,aka_name AS an|name AS n,3.0,1.0,1.0,1.0,3.0,0.47712125471966244,over,12443.04,44.228
Hollywood200K,balanced_duckdb_pg_200k,JOB,29c,29c:0008,Index Scan,scan,0,1,cast_info AS ci,1.0,1.0,1.0,1.0,1.0,0.0,exact,6.52,1.553
Hollywood200K,balanced_duckdb_pg_200k,JOB,29c,29c:0009,Nested Loop,join,2,3,aka_name AS an|cast_info AS ci|name AS n,1.0,1.0,1.0,1.0,1.0,0.0,exact,12462.63,45.783
Hollywood200K,balanced_duckdb_pg_200k,JOB,29c,29c:0010,Bitmap Heap Scan,scan,0,1,title AS t,19342.0,18955.0,1.0,18955.0,1.0204167765761012,0.008777590191115453,over,8573.94,2.423
Hollywood200K,balanced_duckdb_pg_200k,JOB,29c,29c:0011,Nested Loop,join,3,4,aka_name AS an|cast_info AS ci|name AS n|title AS t,1.0,1.0,1.0,1.0,1.0,0.0,exact,21278.34,48.931
Hollywood200K,balanced_duckdb_pg_200k,JOB,29c,29c:0012,Index Scan,scan,0,1,person_info AS pi,6.0,5.0,1.0,5.0,1.2,0.07918124604762482,over,2.62,0.02
Hollywood200K,balanced_duckdb_pg_200k,JOB,29c,29c:0013,Nested Loop,join,4,5,aka_name AS an|cast_info AS ci|name AS n|person_info AS pi|title AS t,5.0,5.0,1.0,5.0,1.0,0.0,exact,21281.04,48.954
Hollywood200K,balanced_duckdb_pg_200k,JOB,29c,29c:0014,Seq Scan,scan,0,1,info_type AS it3,1.0,1.0,1.0,1.0,1.0,0.0,exact,1.31,0.012
Hollywood200K,balanced_duckdb_pg_200k,JOB,29c,29c:0015,Hash Join,join,5,6,aka_name AS an|cast_info AS ci|info_type AS it3|name AS n|person_info AS pi|title AS t,1.0,1.0,1.0,1.0,1.0,0.0,exact,21282.39,48.986
Hollywood200K,balanced_duckdb_pg_200k,JOB,29c,29c:0016,Index Scan,scan,0,1,movie_companies AS mc,2.0,3.0,1.0,3.0,1.5,-0.17609125905568127,under,1.92,0.014
Hollywood200K,balanced_duckdb_pg_200k,JOB,29c,29c:0017,Nested Loop,join,6,7,aka_name AS an|cast_info AS ci|info_type AS it3|movie_companies AS mc|name AS n|person_info AS pi|title AS t,2.0,3.0,1.0,3.0,1.5,-0.17609125905568127,under,21284.33,49.001
Hollywood200K,balanced_duckdb_pg_200k,JOB,29c,29c:0018,Nested Loop,join,7,8,aka_name AS an|cast_info AS ci|company_name AS cn|info_type AS it3|movie_companies AS mc|name AS n|person_info AS pi|title AS t,1.0,1.0,1.0,1.0,1.0,0.0,exact,21688.28,50.451
Hollywood200K,balanced_duckdb_pg_200k,JOB,29c,29c:0019,Index Scan,scan,0,1,complete_cast AS cc,2.0,2.0,1.0,2.0,1.0,0.0,exact,0.49,0.011
Hollywood200K,balanced_duckdb_pg_200k,JOB,29c,29c:0020,Nested Loop,join,8,9,aka_name AS an|cast_info AS ci|company_name AS cn|complete_cast AS cc|info_type AS it3|movie_companies AS mc|name AS n|person_info AS pi|title AS t,2.0,2.0,1.0,2.0,1.0,0.0,exact,21688.8,50.463
Hollywood200K,balanced_duckdb_pg_200k,JOB,29c,29c:0021,Nested Loop,join,9,10,aka_name AS an|cast_info AS ci|comp_cast_type AS cct2|company_name AS cn|complete_cast AS cc|info_type AS it3|movie_companies AS mc|name AS n|person_info AS pi|title AS t,1.0,2.0,1.0,2.0,2.0,-0.3010299956639812,under,21689.87,50.474
Hollywood200K,balanced_duckdb_pg_200k,JOB,29c,29c:0022,Index Scan,scan,0,1,movie_info AS mi,1.0,2.0,2.0,4.0,2.0,-0.3010299956639812,under,1.19,0.012
Hollywood200K,balanced_duckdb_pg_200k,JOB,29c,29c:0023,Nested Loop,join,10,11,aka_name AS an|cast_info AS ci|comp_cast_type AS cct2|company_name AS cn|complete_cast AS cc|info_type AS it3|movie_companies AS mc|movie_info AS mi|name AS n|person_info AS pi|title AS t,1.0,4.0,1.0,4.0,4.0,-0.6020599913279624,under,21691.07,50.5
Hollywood200K,balanced_duckdb_pg_200k,JOB,29c,29c:0024,Seq Scan,scan,0,1,info_type AS it,1.0,1.0,4.0,4.0,1.0,0.0,exact,1.31,0.002
Hollywood200K,balanced_duckdb_pg_200k,JOB,29c,29c:0025,Nested Loop,join,11,12,aka_name AS an|cast_info AS ci|comp_cast_type AS cct2|company_name AS cn|complete_cast AS cc|info_type AS it|info_type AS it3|movie_companies AS mc|movie_info AS mi|name AS n|person_info AS pi|title AS t,1.0,4.0,1.0,4.0,4.0,-0.6020599913279624,under,21692.4,50.511
Hollywood200K,balanced_duckdb_pg_200k,JOB,29c,29c:0026,Index Scan,scan,0,1,movie_keyword AS mk,9.0,13.0,4.0,52.0,1.4444444444444444,-0.1597008428675119,under,0.66,0.006
Hollywood200K,balanced_duckdb_pg_200k,JOB,29c,29c:0027,Nested Loop,join,12,13,aka_name AS an|cast_info AS ci|comp_cast_type AS cct2|company_name AS cn|complete_cast AS cc|info_type AS it|info_type AS it3|movie_companies AS mc|movie_info AS mi|movie_keyword AS mk|name AS n|person_info AS pi|title AS t,6.0,52.0,1.0,52.0,8.666666666666666,-0.9378520932511555,under,21693.17,50.54
Hollywood200K,balanced_duckdb_pg_200k,JOB,29c,29c:0028,Nested Loop,join,13,14,aka_name AS an|cast_info AS ci|comp_cast_type AS cct2|company_name AS cn|complete_cast AS cc|info_type AS it|info_type AS it3|keyword AS k|movie_companies AS mc|movie_info AS mi|movie_keyword AS mk|name AS n|person_info AS pi|title AS t,1.0,4.0,1.0,4.0,4.0,-0.6020599913279624,under,22185.19,51.863
Hollywood200K,balanced_duckdb_pg_200k,JOB,29c,29c:0029,Seq Scan,scan,0,1,comp_cast_type AS cct1,1.0,1.0,4.0,4.0,1.0,0.0,exact,1.05,0.001
Hollywood200K,balanced_duckdb_pg_200k,JOB,29c,29c:0030,Nested Loop,join,14,15,aka_name AS an|cast_info AS ci|comp_cast_type AS cct1|comp_cast_type AS cct2|company_name AS cn|complete_cast AS cc|info_type AS it|info_type AS it3|keyword AS k|movie_companies AS mc|movie_info AS mi|movie_keyword AS mk|name AS n|person_info AS pi|title AS t,1.0,2.0,1.0,2.0,2.0,-0.3010299956639812,under,22186.26,51.869
Hollywood200K,balanced_duckdb_pg_200k,JOB,29c,29c:0031,Hash Join,join,15,16,aka_name AS an|cast_info AS ci|char_name AS chn|comp_cast_type AS cct1|comp_cast_type AS cct2|company_name AS cn|complete_cast AS cc|info_type AS it|info_type AS it3|keyword AS k|movie_companies AS mc|movie_info AS mi|movie_keyword AS mk|name AS n|person_info AS pi|title AS t,1.0,2.0,1.0,2.0,2.0,-0.3010299956639812,under,55460.93,194.874
Hollywood200K,balanced_duckdb_pg_200k,JOB,29c,29c:0032,Seq Scan,scan,0,1,role_type AS rt,1.0,1.0,2.0,2.0,1.0,0.0,exact,1.15,0.003
Hollywood200K,balanced_duckdb_pg_200k,JOB,29c,29c:0033,Nested Loop,join,16,17,aka_name AS an|cast_info AS ci|char_name AS chn|comp_cast_type AS cct1|comp_cast_type AS cct2|company_name AS cn|complete_cast AS cc|info_type AS it|info_type AS it3|keyword AS k|movie_companies AS mc|movie_info AS mi|movie_keyword AS mk|name AS n|person_info AS pi|role_type AS rt|title AS t,1.0,2.0,1.0,2.0,2.0,-0.3010299956639812,under,55462.09,194.882
Hollywood200K,balanced_duckdb_pg_200k,JOB,2a,2a:0001,Seq Scan,scan,0,1,title AS t,351455.0,351455.0,1.0,351455.0,1.0,0.0,exact,7058.55,18.731
Hollywood200K,balanced_duckdb_pg_200k,JOB,2a,2a:0002,Seq Scan,scan,0,1,keyword AS k,1.0,1.0,1.0,1.0,1.0,0.0,exact,491.95,1.847
Hollywood200K,balanced_duckdb_pg_200k,JOB,2a,2a:0003,Index Scan,scan,0,1,movie_keyword AS mk,158.0,145455.0,1.0,145455.0,920.6012658227849,-2.9640715677114127,under,340.89,16.503
Hollywood200K,balanced_duckdb_pg_200k,JOB,2a,2a:0004,Nested Loop,join,1,2,keyword AS k|movie_keyword AS mk,96.0,145455.0,1.0,145455.0,1515.15625,-3.180457421626267,under,834.42,26.793
Hollywood200K,balanced_duckdb_pg_200k,JOB,2a,2a:0005,Hash Join,join,2,3,keyword AS k|movie_keyword AS mk|title AS t,96.0,145455.0,1.0,145455.0,1515.15625,-3.180457421626267,under,9213.09,109.472
Hollywood200K,balanced_duckdb_pg_200k,JOB,2a,2a:0006,Index Scan,scan,0,1,movie_companies AS mc,2.0,2.0,145455.0,290910.0,1.0,0.0,exact,0.47,0.001
Hollywood200K,balanced_duckdb_pg_200k,JOB,2a,2a:0007,Nested Loop,join,3,4,keyword AS k|movie_companies AS mc|movie_keyword AS mk|title AS t,227.0,290910.0,1.0,290910.0,1281.5418502202642,-3.1077327931366936,under,9260.94,283.725
Hollywood200K,balanced_duckdb_pg_200k,JOB,2a,2a:0008,Seq Scan,scan,0,1,company_name AS cn,9.0,9.0,1.0,9.0,1.0,0.0,exact,395.04,1.276
Hollywood200K,balanced_duckdb_pg_200k,JOB,2a,2a:0009,Nested Loop,join,4,5,company_name AS cn|keyword AS k|movie_companies AS mc|movie_keyword AS mk|title AS t,1.0,33006.0,1.0,33006.0,33006.0,-4.51859289533341,under,9686.64,485.754
Hollywood200K,balanced_duckdb_pg_200k,JOB,2b,2b:0001,Seq Scan,scan,0,1,title AS t,351455.0,351455.0,1.0,351455.0,1.0,0.0,exact,7058.55,16.598
Hollywood200K,balanced_duckdb_pg_200k,JOB,2b,2b:0002,Seq Scan,scan,0,1,keyword AS k,1.0,1.0,1.0,1.0,1.0,0.0,exact,491.95,1.241
Hollywood200K,balanced_duckdb_pg_200k,JOB,2b,2b:0003,Index Scan,scan,0,1,movie_keyword AS mk,158.0,15538.0,1.0,15538.0,98.34177215189874,-1.9927380301576827,under,340.89,5.586
Hollywood200K,balanced_duckdb_pg_200k,JOB,2b,2b:0004,Nested Loop,join,1,2,keyword AS k|movie_keyword AS mk,96.0,15538.0,1.0,15538.0,161.85416666666666,-2.209123884072537,under,834.42,7.791
Hollywood200K,balanced_duckdb_pg_200k,JOB,2b,2b:0005,Hash Join,join,2,3,keyword AS k|movie_keyword AS mk|title AS t,96.0,15538.0,1.0,15538.0,161.85416666666666,-2.209123884072537,under,9213.09,54.577
Hollywood200K,balanced_duckdb_pg_200k,JOB,2b,2b:0006,Index Scan,scan,0,1,movie_companies AS mc,2.0,2.0,15538.0,31076.0,1.0,0.0,exact,0.47,0.002
Hollywood200K,balanced_duckdb_pg_200k,JOB,2b,2b:0007,Nested Loop,join,3,4,keyword AS k|movie_companies AS mc|movie_keyword AS mk|title AS t,227.0,35164.0,1.0,35164.0,154.90748898678413,-2.190072414189258,under,9260.94,98.363
Hollywood200K,balanced_duckdb_pg_200k,JOB,2b,2b:0008,Seq Scan,scan,0,1,company_name AS cn,1362.0,1362.0,1.0,1362.0,1.0,0.0,exact,395.04,1.299
Hollywood200K,balanced_duckdb_pg_200k,JOB,2b,2b:0009,Hash Join,join,4,5,company_name AS cn|keyword AS k|movie_companies AS mc|movie_keyword AS mk|title AS t,17.0,3110.0,1.0,3110.0,182.94117647058823,-2.2623114676485634,under,9674.02,102.377
Hollywood200K,balanced_duckdb_pg_200k,JOB,2c,2c:0001,Seq Scan,scan,0,1,title AS t,351455.0,351455.0,1.0,351455.0,1.0,0.0,exact,7058.55,17.995
Hollywood200K,balanced_duckdb_pg_200k,JOB,2c,2c:0002,Seq Scan,scan,0,1,keyword AS k,1.0,1.0,1.0,1.0,1.0,0.0,exact,491.95,1.259
Hollywood200K,balanced_duckdb_pg_200k,JOB,2c,2c:0003,Index Scan,scan,0,1,movie_keyword AS mk,158.0,145455.0,1.0,145455.0,920.6012658227849,-2.9640715677114127,under,340.89,15.366
Hollywood200K,balanced_duckdb_pg_200k,JOB,2c,2c:0004,Nested Loop,join,1,2,keyword AS k|movie_keyword AS mk,96.0,145455.0,1.0,145455.0,1515.15625,-3.180457421626267,under,834.42,25.092
Hollywood200K,balanced_duckdb_pg_200k,JOB,2c,2c:0005,Hash Join,join,2,3,keyword AS k|movie_keyword AS mk|title AS t,96.0,145455.0,1.0,145455.0,1515.15625,-3.180457421626267,under,9213.09,105.56
Hollywood200K,balanced_duckdb_pg_200k,JOB,2c,2c:0006,Index Scan,scan,0,1,movie_companies AS mc,2.0,2.0,145455.0,290910.0,1.0,0.0,exact,0.47,0.001
Hollywood200K,balanced_duckdb_pg_200k,JOB,2c,2c:0007,Nested Loop,join,3,4,keyword AS k|movie_companies AS mc|movie_keyword AS mk|title AS t,227.0,290910.0,1.0,290910.0,1281.5418502202642,-3.1077327931366936,under,9260.94,276.322
Hollywood200K,balanced_duckdb_pg_200k,JOB,2c,2c:0008,Seq Scan,scan,0,1,company_name AS cn,11.0,11.0,1.0,11.0,1.0,0.0,exact,395.04,1.097
Hollywood200K,balanced_duckdb_pg_200k,JOB,2c,2c:0009,Nested Loop,join,4,5,company_name AS cn|keyword AS k|movie_companies AS mc|movie_keyword AS mk|title AS t,1.0,28320.0,1.0,28320.0,28320.0,-4.452093249017731,under,9693.46,518.96
Hollywood200K,balanced_duckdb_pg_200k,JOB,2d,2d:0001,Seq Scan,scan,0,1,title AS t,351455.0,351455.0,1.0,351455.0,1.0,0.0,exact,7058.55,16.894
Hollywood200K,balanced_duckdb_pg_200k,JOB,2d,2d:0002,Seq Scan,scan,0,1,keyword AS k,1.0,1.0,1.0,1.0,1.0,0.0,exact,491.95,1.241
Hollywood200K,balanced_duckdb_pg_200k,JOB,2d,2d:0003,Index Scan,scan,0,1,movie_keyword AS mk,158.0,12598.0,1.0,12598.0,79.73417721518987,-1.9016445170594312,under,340.89,4.794
