dataset,query_mode,workload,query_id,method,seed,actual_cardinality,estimated_cardinality,q_error,signed_log10_error,bias,zero_estimate_flag
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,08,PostgreSQL,,41293544,31185912,1.324108911741943,-0.12192370853511345,under,False
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,09,PostgreSQL,,48,131,2.7291666666666665,0.43603005828017705,over,False
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,10,PostgreSQL,,48,131,2.7291666666666665,0.43603005828017705,over,False
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,11,PostgreSQL,,57,137,2.4035087719298245,0.38084571148391533,over,False
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,12,PostgreSQL,,8941773,7814577,1.1442427402020607,-0.0585181656698535,under,False
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,13,PostgreSQL,,8941773,7814577,1.1442427402020607,-0.0585181656698535,under,False
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,14,PostgreSQL,,8596634,7620842,1.1280425443802666,-0.052325479471040916,under,False
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,15,PostgreSQL,,395917,419605,1.0598307220957928,0.025236504575640372,over,False
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,16,PostgreSQL,,41575478,29549429,1.406980757563877,-0.14828815788892313,under,False
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,17,PostgreSQL,,395917,419605,1.0598307220957928,0.025236504575640372,over,False
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,18,PostgreSQL,,365389,387212,1.0597253885584952,0.02519333914697783,over,False
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,19,PostgreSQL,,39752952,28816848,1.3795038235965293,-0.1397229085590045,under,False
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,20,PostgreSQL,,28525,20915,1.363853693521396,-0.1347677841736032,under,False
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,21,PostgreSQL,,28525,20915,1.363853693521396,-0.1347677841736032,under,False
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,22,PostgreSQL,,28525,20915,1.363853693521396,-0.1347677841736032,under,False
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,23,PostgreSQL,,200412,169577,1.181834800710002,-0.072556774215145,under,False
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,24,PostgreSQL,,200412,169577,1.181834800710002,-0.072556774215145,under,False
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,25,PostgreSQL,,1365824,1178970,1.1584891897164473,-0.06389198558529581,under,False
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,26,PostgreSQL,,2271853,2184946,1.0397753537158356,-0.016939518933231902,under,False
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,27,PostgreSQL,,3157,1504,2.09906914893617,-0.3220267456365939,under,False
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,28,PostgreSQL,,3092678,2961341,1.0443505155265806,-0.01884628545760153,under,False
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,29,PostgreSQL,,3092678,2961341,1.0443505155265806,-0.01884628545760153,under,False
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,30,PostgreSQL,,11260927,10684146,1.0539847546074341,-0.02283432905703038,under,False
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,31,PostgreSQL,,12598,11950,1.054225941422594,-0.02293369872969735,under,False
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,32,PostgreSQL,,6,185,30.833333333333332,1.48902047801937,over,False
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,33,PostgreSQL,,4818736,4496551,1.0716515836248717,-0.03005361007284657,under,False
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,34,PostgreSQL,,2,10,5.0,0.6989700043360189,over,False
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,35,PostgreSQL,,19,51,2.6842105263157894,0.4288165751451074,over,False
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,36,PostgreSQL,,93,48,1.9375,-0.2872417111783479,under,False
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,37,PostgreSQL,,947094,439670,2.154101940091432,-0.333266251873578,under,False
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,38,PostgreSQL,,1888,33408,17.694915254237287,1.2478484870240991,over,False
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,39,PostgreSQL,,1888,35353,18.72510593220339,1.2724242832815844,over,False
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,40,PostgreSQL,,48,137,2.8541666666666665,0.4554793297808195,over,False
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,41,PostgreSQL,,25663187,16128441,1.5911759233269973,-0.20171819869522734,under,False
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,42,PostgreSQL,,24953844,15884218,1.5709834755478678,-0.19617161692022766,under,False
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,43,PostgreSQL,,25663187,16128441,1.5911759233269973,-0.20171819869522734,under,False
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,44,PostgreSQL,,387,3980,10.28423772609819,1.0121721070547764,over,False
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,45,PostgreSQL,,83,184,2.216867469879518,0.3457397306334626,over,False
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,46,PostgreSQL,,450,269,1.6728624535315986,-0.2234602337729357,under,False
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,47,PostgreSQL,,158,538,3.4050632911392404,0.5321251887119666,over,False
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,48,PostgreSQL,,9406890,7642777,1.2308209437485877,-0.09019487762827633,under,False
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,49,PostgreSQL,,8194944,4123948,1.987159876894665,-0.2982328096663932,under,False
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,50,PostgreSQL,,8124582,4103049,1.9801328231761308,-0.296694322805847,under,False
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,51,PostgreSQL,,1888,491059,260.0948093220339,2.415131685124392,over,False
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,52,PostgreSQL,,1888,488525,258.75264830508473,2.4128848034442933,over,False
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,53,PostgreSQL,,445819,615579,1.3807823354320925,0.14012522240833064,over,False
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,54,PostgreSQL,,433327,600674,1.3861910289458077,0.14182308388350337,over,False
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,55,PostgreSQL,,466204,373301,1.248868875250803,-0.09651684210154186,under,False
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,56,PostgreSQL,,100,290,2.9,0.4623979978989561,over,False
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,57,PostgreSQL,,100,290,2.9,0.4623979978989561,over,False
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,58,PostgreSQL,,85900998,23240305,3.696207859578435,-0.5677563861762093,under,False
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,59,PostgreSQL,,1148364,111550,10.294612281488122,-1.0126099947441363,under,False
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,60,PostgreSQL,,94787754,24469176,3.8737615847791522,-0.5881328880400175,under,False
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,61,PostgreSQL,,880,3208,3.6454545454545455,0.5617516874619572,over,False
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,62,PostgreSQL,,736,3041,4.131793478260869,0.6161386058066333,over,False
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,63,PostgreSQL,,1888,488674,258.83156779661016,2.4130172429541683,over,False
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,64,PostgreSQL,,1888,476588,252.4300847457627,2.402141113093723,over,False
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,65,PostgreSQL,,4722,11624,2.461668784413384,0.3912296185472569,over,False
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,66,PostgreSQL,,109,303,2.779816513761468,0.4440161305616814,over,False
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,67,PostgreSQL,,100,303,3.03,0.48144262850230496,over,False
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,68,PostgreSQL,,890131,221041,4.026994991879334,-0.6049810895030059,under,False
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,69,PostgreSQL,,626440,497383,1.259472076850234,-0.10018854340674863,under,False
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,70,PostgreSQL,,880,3208,3.6454545454545455,0.5617516874619572,over,False
Hollywood200K,balanced_duckdb_pg_200k,JOB,1a,PostgreSQL,,6,2074,345.6666666666667,2.5386575016693786,over,False
Hollywood200K,balanced_duckdb_pg_200k,JOB,1b,PostgreSQL,,1,47,47.0,1.6720978579357175,over,False
Hollywood200K,balanced_duckdb_pg_200k,JOB,1c,PostgreSQL,,6,2074,345.6666666666667,2.5386575016693786,over,False
Hollywood200K,balanced_duckdb_pg_200k,JOB,1d,PostgreSQL,,4,9217,2304.25,3.362529596161941,over,False
Hollywood200K,balanced_duckdb_pg_200k,JOB,2a,PostgreSQL,,33006,1,33006.0,-4.51859289533341,under,False
Hollywood200K,balanced_duckdb_pg_200k,JOB,2b,PostgreSQL,,3110,17,182.94117647058823,-2.2623114676485634,under,False
Hollywood200K,balanced_duckdb_pg_200k,JOB,2c,PostgreSQL,,28320,1,28320.0,-4.452093249017731,under,False
Hollywood200K,balanced_duckdb_pg_200k,JOB,2d,PostgreSQL,,2806,1,2806.0,-3.448087666692341,under,False
Hollywood200K,balanced_duckdb_pg_200k,JOB,3a,PostgreSQL,,13,1,13.0,-1.1139433523068367,under,False
Hollywood200K,balanced_duckdb_pg_200k,JOB,3b,PostgreSQL,,343675,251714,1.3653392342102546,-0.1352405702349874,under,False
Hollywood200K,balanced_duckdb_pg_200k,JOB,3c,PostgreSQL,,21,1,21.0,-1.3222192947339193,under,False
Hollywood200K,balanced_duckdb_pg_200k,JOB,4a,PostgreSQL,,277752,13582,20.45000736268591,-1.3106934687039125,under,False
Hollywood200K,balanced_duckdb_pg_200k,JOB,4b,PostgreSQL,,151446,14660,10.330559345156889,-1.0141238369057355,under,False
Hollywood200K,balanced_duckdb_pg_200k,JOB,4c,PostgreSQL,,345735,19759,17.497596032187865,-1.2429783857336638,under,False
Hollywood200K,balanced_duckdb_pg_200k,JOB,5a,PostgreSQL,,1156,35,33.02857142857143,-1.5188897897342346,under,False
Hollywood200K,balanced_duckdb_pg_200k,JOB,5b,PostgreSQL,,150,2,75.0,-1.8750612633917,under,False
Hollywood200K,balanced_duckdb_pg_200k,JOB,5c,PostgreSQL,,1368,73,18.73972602739726,-1.2727632372636415,under,False
Hollywood200K,balanced_duckdb_pg_200k,JOB,6a,PostgreSQL,,6880,42,163.8095238095238,-2.214339147837611,under,False
Hollywood200K,balanced_duckdb_pg_200k,JOB,6b,PostgreSQL,,1,2,2.0,0.3010299956639812,over,False
Hollywood200K,balanced_duckdb_pg_200k,JOB,6c,PostgreSQL,,321100,1649,194.72407519708915,-2.289419649921984,under,False
Hollywood200K,balanced_duckdb_pg_200k,JOB,6d,PostgreSQL,,1,2,2.0,0.3010299956639812,over,False
Hollywood200K,balanced_duckdb_pg_200k,JOB,6e,PostgreSQL,,6806,42,162.04761904761904,-2.20964265436189,under,False
Hollywood200K,balanced_duckdb_pg_200k,JOB,6f,PostgreSQL,,17,16560,974.1176470588235,2.9886114110705875,over,False
Hollywood200K,balanced_duckdb_pg_200k,JOB,7a,PostgreSQL,,1,1,1.0,0.0,exact,False
Hollywood200K,balanced_duckdb_pg_200k,JOB,7b,PostgreSQL,,34,1,34.0,-1.5314789170422551,under,False
Hollywood200K,balanced_duckdb_pg_200k,JOB,7c,PostgreSQL,,267,25,10.68,-1.0285712526925375,under,False
Hollywood200K,balanced_duckdb_pg_200k,JOB,8a,PostgreSQL,,51,8,6.375,-0.8044801891059927,under,False
Hollywood200K,balanced_duckdb_pg_200k,JOB,8b,PostgreSQL,,2,1,2.0,-0.3010299956639812,under,False
Hollywood200K,balanced_duckdb_pg_200k,JOB,8c,PostgreSQL,,2,452,226.0,2.3541084391474008,over,False
Hollywood200K,balanced_duckdb_pg_200k,JOB,8d,PostgreSQL,,2,452,226.0,2.3541084391474008,over,False
Hollywood200K,balanced_duckdb_pg_200k,JOB,9a,PostgreSQL,,2,1,2.0,-0.3010299956639812,under,False
Hollywood200K,balanced_duckdb_pg_200k,JOB,9b,PostgreSQL,,7,1,7.0,-0.8450980400142569,under,False
Hollywood200K,balanced_duckdb_pg_200k,JOB,9c,PostgreSQL,,1,4,4.0,0.6020599913279624,over,False
Hollywood200K,balanced_duckdb_pg_200k,JOB,9d,PostgreSQL,,1,2,2.0,0.3010299956639812,over,False
Hollywood200K,balanced_duckdb_pg_200k,JOB,10a,PostgreSQL,,1,1,1.0,0.0,exact,False
Hollywood200K,balanced_duckdb_pg_200k,JOB,10b,PostgreSQL,,1,4,4.0,0.6020599913279624,over,False
Hollywood200K,balanced_duckdb_pg_200k,JOB,10c,PostgreSQL,,1,25,25.0,1.3979400086720377,over,False
Hollywood200K,balanced_duckdb_pg_200k,JOB,11a,PostgreSQL,,7,1,7.0,-0.8450980400142569,under,False
Hollywood200K,balanced_duckdb_pg_200k,JOB,11b,PostgreSQL,,1,1,1.0,0.0,exact,False
Hollywood200K,balanced_duckdb_pg_200k,JOB,11c,PostgreSQL,,11,1,11.0,-1.041392685158225,under,False
Hollywood200K,balanced_duckdb_pg_200k,JOB,11d,PostgreSQL,,1,33,33.0,1.5185139398778875,over,False
Hollywood200K,balanced_duckdb_pg_200k,JOB,12a,PostgreSQL,,160,1,160.0,-2.2041199826559246,under,False
Hollywood200K,balanced_duckdb_pg_200k,JOB,12b,PostgreSQL,,66782,220,303.55454545454546,-2.482236740424408,under,False
Hollywood200K,balanced_duckdb_pg_200k,JOB,12c,PostgreSQL,,3029,2,1514.5,-3.1802692776688746,under,False
Hollywood200K,balanced_duckdb_pg_200k,JOB,13a,PostgreSQL,,911539,667,1366.6251874062968,-3.135649420667925,under,False
Hollywood200K,balanced_duckdb_pg_200k,JOB,13b,PostgreSQL,,152350,53,2874.5283018867926,-3.458566588957903,under,False
Hollywood200K,balanced_duckdb_pg_200k,JOB,13c,PostgreSQL,,141799,50,2835.98,-3.4527031637746872,under,False
Hollywood200K,balanced_duckdb_pg_200k,JOB,13d,PostgreSQL,,911539,667,1366.6251874062968,-3.135649420667925,under,False
Hollywood200K,balanced_duckdb_pg_200k,JOB,14a,PostgreSQL,,22362,1,22362.0,-4.349510643137483,under,False
Hollywood200K,balanced_duckdb_pg_200k,JOB,14b,PostgreSQL,,1,1,1.0,0.0,exact,False
Hollywood200K,balanced_duckdb_pg_200k,JOB,14c,PostgreSQL,,22362,1,22362.0,-4.349510643137483,under,False
Hollywood200K,balanced_duckdb_pg_200k,JOB,15a,PostgreSQL,,42149,109,386.6880733944954,-2.5873607773514835,under,False
Hollywood200K,balanced_duckdb_pg_200k,JOB,15b,PostgreSQL,,9,1,9.0,-0.9542425094393249,under,False
Hollywood200K,balanced_duckdb_pg_200k,JOB,15c,PostgreSQL,,3,9,3.0,0.47712125471966244,over,False
Hollywood200K,balanced_duckdb_pg_200k,JOB,15d,PostgreSQL,,9882307,268936,36.74594327274891,-1.565209400249936,under,False
Hollywood200K,balanced_duckdb_pg_200k,JOB,16a,PostgreSQL,,3334,1,3334.0,-3.5229655954919865,under,False
Hollywood200K,balanced_duckdb_pg_200k,JOB,16b,PostgreSQL,,4368,282,15.48936170212766,-1.1900335213773197,under,False
Hollywood200K,balanced_duckdb_pg_200k,JOB,16c,PostgreSQL,,25712,1,25712.0,-4.410135859419269,under,False
Hollywood200K,balanced_duckdb_pg_200k,JOB,16d,PostgreSQL,,7342,856,8.577102803738319,-0.9333406154908147,under,False
Hollywood200K,balanced_duckdb_pg_200k,JOB,17a,PostgreSQL,,1868,22,84.9090909090909,-1.9289541910718684,under,False
Hollywood200K,balanced_duckdb_pg_200k,JOB,17b,PostgreSQL,,2,49,24.5,1.3891660843645326,over,False
Hollywood200K,balanced_duckdb_pg_200k,JOB,17c,PostgreSQL,,1,1,1.0,0.0,exact,False
Hollywood200K,balanced_duckdb_pg_200k,JOB,17d,PostgreSQL,,14,4504,321.7142857142857,2.507470346165052,over,False
Hollywood200K,balanced_duckdb_pg_200k,JOB,17e,PostgreSQL,,34786,3,11595.333333333334,-4.064283237902552,under,False
Hollywood200K,balanced_duckdb_pg_200k,JOB,17f,PostgreSQL,,14,3811,272.2142857142857,2.4349109130939293,over,False
Hollywood200K,balanced_duckdb_pg_200k,JOB,18a,PostgreSQL,,1,1,1.0,0.0,exact,False
Hollywood200K,balanced_duckdb_pg_200k,JOB,18b,PostgreSQL,,1768,2,884.0,-2.946452265013073,under,False
Hollywood200K,balanced_duckdb_pg_200k,JOB,18c,PostgreSQL,,7,1284,183.42857142857142,2.2634669837185775,over,False
Hollywood200K,balanced_duckdb_pg_200k,JOB,19a,PostgreSQL,,1,1,1.0,0.0,exact,False
Hollywood200K,balanced_duckdb_pg_200k,JOB,19b,PostgreSQL,,4,1,4.0,-0.6020599913279624,under,False
Hollywood200K,balanced_duckdb_pg_200k,JOB,19c,PostgreSQL,,4662,79,59.0126582278481,-1.7709451778941165,under,False
Hollywood200K,balanced_duckdb_pg_200k,JOB,19d,PostgreSQL,,47239,1144,41.29283216783217,-1.6158746710238738,under,False
Hollywood200K,balanced_duckdb_pg_200k,JOB,20a,PostgreSQL,,1,1,1.0,0.0,exact,False
Hollywood200K,balanced_duckdb_pg_200k,JOB,20b,PostgreSQL,,1,2,2.0,0.3010299956639812,over,False
Hollywood200K,balanced_duckdb_pg_200k,JOB,20c,PostgreSQL,,22,1,22.0,-1.3424226808222062,under,False
Hollywood200K,balanced_duckdb_pg_200k,JOB,21a,PostgreSQL,,2,1,2.0,-0.3010299956639812,under,False
Hollywood200K,balanced_duckdb_pg_200k,JOB,21b,PostgreSQL,,2,1,2.0,-0.3010299956639812,under,False
Hollywood200K,balanced_duckdb_pg_200k,JOB,21c,PostgreSQL,,49,1,49.0,-1.6901960800285136,under,False
Hollywood200K,balanced_duckdb_pg_200k,JOB,22a,PostgreSQL,,11131,1,11131.0,-4.046534182750969,under,False
Hollywood200K,balanced_duckdb_pg_200k,JOB,22b,PostgreSQL,,11057,1,11057.0,-4.043637309592571,under,False
Hollywood200K,balanced_duckdb_pg_200k,JOB,22c,PostgreSQL,,11131,1,11131.0,-4.046534182750969,under,False
Hollywood200K,balanced_duckdb_pg_200k,JOB,22d,PostgreSQL,,29467,1,29467.0,-4.469335923099129,under,False
Hollywood200K,balanced_duckdb_pg_200k,JOB,23a,PostgreSQL,,486605,1,486605.0,-5.687176567112788,under,False
Hollywood200K,balanced_duckdb_pg_200k,JOB,23b,PostgreSQL,,2766,1,2766.0,-3.441852175773292,under,False
Hollywood200K,balanced_duckdb_pg_200k,JOB,23c,PostgreSQL,,486605,5,97321.0,-4.988206562776769,under,False
Hollywood200K,balanced_duckdb_pg_200k,JOB,24a,PostgreSQL,,1,1,1.0,0.0,exact,False
Hollywood200K,balanced_duckdb_pg_200k,JOB,24b,PostgreSQL,,1,1,1.0,0.0,exact,False
Hollywood200K,balanced_duckdb_pg_200k,JOB,25a,PostgreSQL,,19447,1,19447.0,-4.288852614199747,under,False
Hollywood200K,balanced_duckdb_pg_200k,JOB,25b,PostgreSQL,,9745,1,9745.0,-3.98878184345364,under,False
Hollywood200K,balanced_duckdb_pg_200k,JOB,25c,PostgreSQL,,18,2,9.0,-0.9542425094393249,under,False
Hollywood200K,balanced_duckdb_pg_200k,JOB,26a,PostgreSQL,,7,1,7.0,-0.8450980400142569,under,False
Hollywood200K,balanced_duckdb_pg_200k,JOB,26b,PostgreSQL,,2,1,2.0,-0.3010299956639812,under,False
Hollywood200K,balanced_duckdb_pg_200k,JOB,26c,PostgreSQL,,22,1,22.0,-1.3424226808222062,under,False
Hollywood200K,balanced_duckdb_pg_200k,JOB,27a,PostgreSQL,,4,1,4.0,-0.6020599913279624,under,False
Hollywood200K,balanced_duckdb_pg_200k,JOB,27b,PostgreSQL,,4,1,4.0,-0.6020599913279624,under,False
Hollywood200K,balanced_duckdb_pg_200k,JOB,27c,PostgreSQL,,29,1,29.0,-1.462397997898956,under,False
Hollywood200K,balanced_duckdb_pg_200k,JOB,28a,PostgreSQL,,4125,1,4125.0,-3.6154239528859438,under,False
Hollywood200K,balanced_duckdb_pg_200k,JOB,28b,PostgreSQL,,252,1,252.0,-2.401400540781544,under,False
Hollywood200K,balanced_duckdb_pg_200k,JOB,28c,PostgreSQL,,6974,1,6974.0,-3.843481943039958,under,False
Hollywood200K,balanced_duckdb_pg_200k,JOB,29a,PostgreSQL,,2,1,2.0,-0.3010299956639812,under,False
Hollywood200K,balanced_duckdb_pg_200k,JOB,29b,PostgreSQL,,1,1,1.0,0.0,exact,False
Hollywood200K,balanced_duckdb_pg_200k,JOB,29c,PostgreSQL,,2,1,2.0,-0.3010299956639812,under,False
Hollywood200K,balanced_duckdb_pg_200k,JOB,30a,PostgreSQL,,14,1,14.0,-1.1461280356782382,under,False
Hollywood200K,balanced_duckdb_pg_200k,JOB,30b,PostgreSQL,,14,1,14.0,-1.1461280356782382,under,False
Hollywood200K,balanced_duckdb_pg_200k,JOB,30c,PostgreSQL,,14,1,14.0,-1.1461280356782382,under,False
Hollywood200K,balanced_duckdb_pg_200k,JOB,31a,PostgreSQL,,14,1,14.0,-1.1461280356782382,under,False
Hollywood200K,balanced_duckdb_pg_200k,JOB,31b,PostgreSQL,,7,1,7.0,-0.8450980400142569,under,False
Hollywood200K,balanced_duckdb_pg_200k,JOB,31c,PostgreSQL,,28,1,28.0,-1.4471580313422192,under,False
Hollywood200K,balanced_duckdb_pg_200k,JOB,32a,PostgreSQL,,1,11,11.0,1.041392685158225,over,False
Hollywood200K,balanced_duckdb_pg_200k,JOB,32b,PostgreSQL,,1,11,11.0,1.041392685158225,over,False
Hollywood200K,balanced_duckdb_pg_200k,JOB,33a,PostgreSQL,,319,2,159.5,-2.2027606873931997,under,False
Hollywood200K,balanced_duckdb_pg_200k,JOB,33b,PostgreSQL,,495,2,247.5,-2.3935752032695876,under,False
Hollywood200K,balanced_duckdb_pg_200k,JOB,33c,PostgreSQL,,2919,1,2919.0,-3.4652340949880145,under,False
Hollywood200K,balanced_duckdb_pg_200k,JOB-Complex,01,PostgreSQL,,2,1,2.0,-0.3010299956639812,under,False
Hollywood200K,balanced_duckdb_pg_200k,JOB-Complex,02,PostgreSQL,,1,1,1.0,0.0,exact,False
Hollywood200K,balanced_duckdb_pg_200k,JOB-Complex,03,PostgreSQL,,3,1,3.0,-0.4771212547196625,under,False
Hollywood200K,balanced_duckdb_pg_200k,JOB-Complex,04,PostgreSQL,,3,1,3.0,-0.4771212547196625,under,False
Hollywood200K,balanced_duckdb_pg_200k,JOB-Complex,05,PostgreSQL,,1712,122,14.032786885245901,-1.1471439296663863,under,False
Hollywood200K,balanced_duckdb_pg_200k,JOB-Complex,06,PostgreSQL,,2,1,2.0,-0.3010299956639812,under,False
Hollywood200K,balanced_duckdb_pg_200k,JOB-Complex,07,PostgreSQL,,2,1,2.0,-0.3010299956639812,under,False
Hollywood200K,balanced_duckdb_pg_200k,JOB-Complex,08,PostgreSQL,,146214,25,5848.56,-3.767048949665613,under,False
Hollywood200K,balanced_duckdb_pg_200k,JOB-Complex,09,PostgreSQL,,6800,1,6800.0,-3.832508912706236,under,False
Hollywood200K,balanced_duckdb_pg_200k,JOB-Complex,10,PostgreSQL,,32,1,32.0,-1.505149978319906,under,False
Hollywood200K,balanced_duckdb_pg_200k,JOB-Complex,11,PostgreSQL,,7039391,22,319972.3181818182,-5.505112407754582,under,False
Hollywood200K,balanced_duckdb_pg_200k,JOB-Complex,12,PostgreSQL,,32,1,32.0,-1.505149978319906,under,False
Hollywood200K,balanced_duckdb_pg_200k,JOB-Complex,13,PostgreSQL,,310,1,310.0,-2.4913616938342726,under,False
Hollywood200K,balanced_duckdb_pg_200k,JOB-Complex,14,PostgreSQL,,17,1,17.0,-1.2304489213782739,under,False
Hollywood200K,balanced_duckdb_pg_200k,JOB-Complex,15,PostgreSQL,,1235222,1,1235222.0,-6.091745018090038,under,False
Hollywood200K,balanced_duckdb_pg_200k,JOB-Complex,16,PostgreSQL,,1,1,1.0,0.0,exact,False
Hollywood200K,balanced_duckdb_pg_200k,JOB-Complex,17,PostgreSQL,,79266553,272,291421.1507352941,-5.464521068759574,under,False
Hollywood200K,balanced_duckdb_pg_200k,JOB-Complex,18,PostgreSQL,,3,9,3.0,0.47712125471966244,over,False
Hollywood200K,balanced_duckdb_pg_200k,JOB-Complex,19,PostgreSQL,,13995,5,2799.0,-3.4470028984661623,under,False
Hollywood200K,balanced_duckdb_pg_200k,JOB-Complex,20,PostgreSQL,,339,1,339.0,-2.530199698203082,under,False
Hollywood200K,balanced_duckdb_pg_200k,JOB-Complex,21,PostgreSQL,,660,1,660.0,-2.8195439355418688,under,False
Hollywood200K,balanced_duckdb_pg_200k,JOB-Complex,22,PostgreSQL,,228,49,4.653061224489796,-0.6677387669719401,under,False
Hollywood200K,balanced_duckdb_pg_200k,JOB-Complex,23,PostgreSQL,,7,1,7.0,-0.8450980400142569,under,False
Hollywood200K,balanced_duckdb_pg_200k,JOB-Complex,24,PostgreSQL,,145,1,145.0,-2.161368002234975,under,False
Hollywood200K,balanced_duckdb_pg_200k,JOB-Complex,25,PostgreSQL,,24,1,24.0,-1.3802112417116061,under,False
Hollywood200K,balanced_duckdb_pg_200k,JOB-Complex,26,PostgreSQL,,384650,3,128216.66666666667,-5.107944482054104,under,False
Hollywood200K,balanced_duckdb_pg_200k,JOB-Complex,27,PostgreSQL,,2,1,2.0,-0.3010299956639812,under,False
Hollywood200K,balanced_duckdb_pg_200k,JOB-Complex,28,PostgreSQL,,36344,1,36344.0,-4.56043272380657,under,False
Hollywood200K,balanced_duckdb_pg_200k,JOB-Complex,29,PostgreSQL,,1,1,1.0,0.0,exact,False
Hollywood200K,balanced_duckdb_pg_200k,JOB-Complex,30,PostgreSQL,,2,1,2.0,-0.3010299956639812,under,False
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,01,MSCN,1,144,1.0230000019073486,140.7624630806617,-2.148486857573362,under,False
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,02,MSCN,1,1,1.3569668531417847,1.356966853141785,0.13256923920473748,over,False
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,03,MSCN,1,131,1.0198760032653809,128.446987261757,-2.1087239222968863,under,False
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,04,MSCN,1,1,12.074994087219238,12.074994087219238,1.0818869267619609,over,False
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,05,MSCN,1,44,14163.2646484375,321.89237837357956,2.507710693773268,over,False
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,06,MSCN,1,43131219,10563392.0,4.083084202498592,-0.6109883361569999,under,False
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,07,MSCN,1,43131219,10563392.0,4.083084202498592,-0.6109883361569999,under,False
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,08,MSCN,1,41293544,9225055.0,4.476238244650032,-0.6509131934915421,under,False
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,09,MSCN,1,48,60.297630310058594,1.256200631459554,0.09905900737670809,over,False
