dataset,query_mode,workload,query_id,method,seed,actual_runtime,predicted_value,q_error,signed_log10_error,bias,prediction_policy
Hollywood200K,balanced_duckdb_pg_200k,JOB-Complex,03,MSCN cost,1,13.944,25.633005859375,1.8382821184290734,0.26441216269472656,over,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB-Complex,04,MSCN cost,1,14.289,25.633005859375,1.7938978136591084,0.2537977005654104,over,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB-Complex,05,MSCN cost,1,228.6,148.4694375,1.5397108243236928,-0.1874391629188183,under,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB-Complex,06,MSCN cost,1,13.877,3.66511669921875,3.786236875611082,-0.5782077809306607,under,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB-Complex,07,MSCN cost,1,13.636,3.66511669921875,3.720481807006753,-0.5705991851977507,under,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB-Complex,08,MSCN cost,1,1134.125,183.198265625,6.190697254315231,-0.7917395660876608,under,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB-Complex,09,MSCN cost,1,8252.127,243.843421875,33.841909437402165,-1.5294548589394608,under,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB-Complex,10,MSCN cost,1,96.21,151.012296875,1.5696112345390294,0.1957920985226508,over,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB-Complex,11,MSCN cost,1,7345.167,327.418875,22.433547852120622,-1.3508979624261634,under,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB-Complex,12,MSCN cost,1,2143.964,413.82875,5.180800028997502,-0.7143968295040732,under,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB-Complex,13,MSCN cost,1,265.311,149.7446875,1.771755675806529,-0.2484038326950231,under,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB-Complex,14,MSCN cost,1,124.296,78.047046875,1.5925778742028796,-0.20210067774817475,under,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB-Complex,15,MSCN cost,1,6113.963,61.7708046875,98.97819902024406,-1.9955395472455364,under,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB-Complex,16,MSCN cost,1,151.831,92.2512421875,1.6458423366419777,-0.21638822965757928,under,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB-Complex,17,MSCN cost,1,21823.631,240.996828125,90.55567730825295,-1.9569156832128012,under,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB-Complex,18,MSCN cost,1,196.882,480.72321875,2.4416819148017592,0.3876890864540283,over,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB-Complex,19,MSCN cost,1,612.023,798.6035625,1.304858743053774,0.11556349984846845,over,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB-Complex,20,MSCN cost,1,305.893,172.407015625,1.7742491446249693,-0.24901460452527543,under,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB-Complex,21,MSCN cost,1,384.926,548.0558125,1.4237952554516973,0.15344754139310218,over,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB-Complex,22,MSCN cost,1,313.102,66.0016484375,4.743851212996455,-0.6761310592794897,under,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB-Complex,23,MSCN cost,1,388.79,191.972171875,2.0252414514180486,-0.3064768076827551,under,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB-Complex,24,MSCN cost,1,301.351,111.10953125,2.712197564059114,-0.4333213215724697,under,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB-Complex,25,MSCN cost,1,3465.359,114.03496875,30.388564472685047,-1.482710184900059,under,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB-Complex,26,MSCN cost,1,2317.463,647.0985,3.5813141276019036,-0.5540424159297681,under,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB-Complex,27,MSCN cost,1,147.907,35.3239921875,4.1871541363419125,-0.6219189483119707,under,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB-Complex,28,MSCN cost,1,274.905,387.5020625,1.4095853567596082,0.14909137949622792,over,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB-Complex,29,MSCN cost,1,1122.691,442.22946875,2.538706891635656,-0.40461256196334705,under,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB-Complex,30,MSCN cost,1,148.112,35.3239921875,4.192957557396697,-0.622520466343062,under,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,01,MSCN cost,2,39.282,0.27857418823242186,141.01091077119457,-2.1492527176511054,under,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,02,MSCN cost,2,0.801,14.5102568359375,18.1151770735799,1.2580425835652995,over,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,03,MSCN cost,2,42.328,1.223761962890625,34.58842592232384,-1.5389307982443754,under,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,04,MSCN cost,2,39.078,31.17643359375,1.253446770378317,-0.09810589567610924,under,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,05,MSCN cost,2,34.325,17.005515625,2.018462759784739,-0.30502074117799627,under,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,06,MSCN cost,2,5159.828,855.47025,6.031569186654943,-0.7804303138729469,under,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,07,MSCN cost,2,5146.771,855.47025,6.016306236248426,-0.7793299341873021,under,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,08,MSCN cost,2,4988.149,793.172125,6.288860693383545,-0.7985719746355452,under,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,09,MSCN cost,2,40.794,31.794791015625,1.2830403565147666,-0.10824031680831094,under,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,10,MSCN cost,2,41.046,31.180748046875,1.316389200743172,-0.11938431081704357,under,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,11,MSCN cost,2,41.908,32.14584375,1.3036833105368406,-0.1151721058206803,under,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,12,MSCN cost,2,1961.111,779.6949375,2.5152285922082185,-0.4005774612898466,under,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,13,MSCN cost,2,1950.225,779.6949375,2.5012667213835793,-0.3981600049847353,under,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,14,MSCN cost,2,1919.959,716.3158125,2.680324748520053,-0.4281874163966694,under,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,15,MSCN cost,2,165.511,31.408763671875,5.269580227005463,-0.7217760208375622,under,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,16,MSCN cost,2,4988.102,939.9670625,5.3066774347744765,-0.7248226899367097,under,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,17,MSCN cost,2,143.835,31.408763671875,4.579454368297761,-0.6608137358742213,under,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,18,MSCN cost,2,135.512,30.191603515625,4.488400224581273,-0.6520915754266923,under,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,19,MSCN cost,2,4829.965,872.444375,5.536129452379127,-0.7432062367587831,under,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,20,MSCN cost,2,7.792,51.04873828125,6.551429450879107,0.8163360686784732,over,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,21,MSCN cost,2,7.509,51.04873828125,6.798340428985218,0.8324029082211466,over,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,22,MSCN cost,2,7.482,51.04873828125,6.822873333500401,0.833967308686846,over,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,23,MSCN cost,2,271.139,208.685328125,1.2992719825400998,-0.11370007343801859,under,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,24,MSCN cost,2,282.513,208.685328125,1.3537750954431165,-0.13154652038975578,under,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,25,MSCN cost,2,609.964,206.43453125,2.9547575994507946,-0.4705218583005293,under,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,26,MSCN cost,2,875.249,525.3764375,1.665946429125878,-0.22166103193926456,under,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,27,MSCN cost,2,37.404,62.101875,1.6603003689444977,0.22018666441025728,over,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,28,MSCN cost,2,994.884,577.354375,1.723177381309356,-0.23632998537532907,under,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,29,MSCN cost,2,994.711,577.354375,1.7228777386505472,-0.2362544595064375,under,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,30,MSCN cost,2,2201.86,695.6324375,3.165263551988977,-0.5004098768839331,under,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,31,MSCN cost,2,76.136,26.933935546875,2.8267684782825455,-0.45129023978706073,under,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,32,MSCN cost,2,33.577,24.4474296875,1.3734368164342428,-0.1378086849395974,under,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,33,MSCN cost,2,1137.707,538.7974375,2.111567206553391,-0.3246049086218284,under,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,34,MSCN cost,2,1.952,27.31832421875,13.995043144851435,1.1459742416762089,over,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,35,MSCN cost,2,35.638,0.14201344299316407,250.94807399124514,-2.3995838668513727,under,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,36,MSCN cost,2,3.337,28.50882421875,8.543249690964938,0.9316230995414211,over,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,37,MSCN cost,2,658.608,0.1406700897216797,4681.933460788126,-3.670425237250847,under,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,38,MSCN cost,2,97.505,0.06925774383544922,1407.857007754454,-3.1485585469248494,under,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,39,MSCN cost,2,71.99,0.03832916641235352,1878.2041650871279,-3.2737427992992973,under,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,40,MSCN cost,2,40.581,0.3048533935546875,133.11644501251124,-2.1242317108992843,under,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,41,MSCN cost,2,3607.234,14.031724609375,257.0770237031236,-2.4100632632439933,under,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,42,MSCN cost,2,3552.025,21.14260546875,168.00318225916385,-2.2253175080622065,under,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,43,MSCN cost,2,3618.735,14.031724609375,257.8966663571931,-2.41144572836503,under,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,44,MSCN cost,2,45.983,18.24555859375,2.52022977338449,-0.4014401379100593,under,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,45,MSCN cost,2,33.31,0.09828379821777344,338.91649085633634,-2.5300927010700893,under,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,46,MSCN cost,2,3.798,23.488275390625,6.184380039659031,0.7912961697937511,over,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,47,MSCN cost,2,33.295,54.72433203125,1.6436201240801922,0.21580145001711332,over,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,48,MSCN cost,2,2188.496,14.27445703125,153.31553383844232,-2.1855861595415456,under,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,49,MSCN cost,2,1753.984,0.13045806884765626,13444.810393814992,-4.128554681940464,under,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,50,MSCN cost,2,1776.371,0.6400443115234375,2775.3875286726175,-3.443323632436546,under,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,51,MSCN cost,2,7.946,7.51310498046875,1.0576186570873978,-0.0243291034488992,under,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,52,MSCN cost,2,7.985,11.978310546875,1.5001015086881653,0.17612064783671053,over,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,53,MSCN cost,2,258.344,32.615373046875,7.920927337814181,-0.898776029331855,under,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,54,MSCN cost,2,202.248,32.37538671875,6.246967851132086,-0.7956692709353189,under,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,55,MSCN cost,2,180.821,33.082546875,5.465752098326015,-0.7376499301794435,under,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,56,MSCN cost,2,43.891,6.14912939453125,7.137758401869802,-0.8535618439123702,under,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,57,MSCN cost,2,43.729,6.163677734375,7.094627896608248,-0.8509296222476755,under,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,58,MSCN cost,2,9324.043,13.8881162109375,671.3684461148811,-2.826960925830348,under,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,59,MSCN cost,2,428.812,0.8485724487304688,505.333399218342,-2.7035780031993815,under,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,60,MSCN cost,2,10437.603,13.4546630859375,775.761008159999,-2.889727947000932,under,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,61,MSCN cost,2,46.126,77.7514375,1.6856314768243505,0.22676263252142867,over,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,62,MSCN cost,2,40.984,70.868953125,1.7291858560657818,0.2378416745497328,over,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,63,MSCN cost,2,80.673,16.694388671875,4.8323422669504295,-0.6841576870749246,under,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,64,MSCN cost,2,64.121,17.2018359375,3.7275672336937142,-0.5714254855143936,under,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,65,MSCN cost,2,22.263,31.09282421875,1.3966143025984816,0.14507648529757358,over,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,66,MSCN cost,2,42.251,6.34392431640625,6.660073149159925,-0.8234789991555941,under,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,67,MSCN cost,2,40.318,6.06225927734375,6.650655829037026,-0.8228644737073193,under,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,68,MSCN cost,2,648.062,4.364783203125,148.4751864734118,-2.17165387938986,under,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,69,MSCN cost,2,640.974,4.42997216796875,144.69029955416224,-2.1604394157678497,under,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,70,MSCN cost,2,52.185,73.1360703125,1.4014768671553126,0.14658593366982492,over,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB,1a,MSCN cost,2,37.121,58.84141015625,1.5851245967578997,0.20006340507596093,over,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB,1b,MSCN cost,2,2.07,24.13849609375,11.661109224033817,1.0667398631987142,over,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB,1c,MSCN cost,2,44.721,49.2983984375,1.1023545635719236,0.04232130434887837,over,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB,1d,MSCN cost,2,45.157,62.91684375,1.3932910456850545,0.1440418460235553,over,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB,2a,MSCN cost,2,489.347,2.22367578125,220.06220696657596,-2.3425454641108967,under,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB,2b,MSCN cost,2,102.897,5.48480859375,18.760362962757217,-1.2732412365589145,under,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB,2c,MSCN cost,2,522.077,12.6233798828125,41.357940967207966,-1.6165589089824262,under,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB,2d,MSCN cost,2,90.14,3.618926025390625,24.90794212635787,-1.396337847966633,under,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB,3a,MSCN cost,2,64.997,159.378828125,2.452095144775913,0.389537317416319,over,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB,3b,MSCN cost,2,841.821,200.191234375,4.205084216739947,-0.6237746979934295,under,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB,3c,MSCN cost,2,53.63,130.676171875,2.436624498881223,0.3867886064810185,over,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB,4a,MSCN cost,2,1042.847,178.20190625,5.852052999573342,-0.7673082506928521,under,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB,4b,MSCN cost,2,526.054,352.512875,1.4922972671565542,-0.17385534366367011,under,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB,4c,MSCN cost,2,1173.86,387.740125,3.02744009276832,-0.48107555804545815,under,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB,5a,MSCN cost,2,1472.801,150.417234375,9.791437837024784,-0.9908464710508171,under,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB,5b,MSCN cost,2,1195.354,98.036703125,12.192923281761981,-1.086107841216045,under,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB,5c,MSCN cost,2,1197.397,86.9220078125,13.775533149014603,-1.1391084161767695,under,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB,6a,MSCN cost,2,276.724,42.46327734375,6.51678384972162,-0.8140333164490374,under,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB,6b,MSCN cost,2,94.844,120.7965859375,1.273634451704905,0.10504479818172795,over,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB,6c,MSCN cost,2,479.682,70.7963359375,6.77552014024384,-0.8309426405599969,under,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB,6d,MSCN cost,2,102.727,120.81040625,1.1760336255317492,0.07041973940518383,over,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB,6e,MSCN cost,2,264.433,42.61976171875,6.204469225919351,-0.7927046348091396,under,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB,6f,MSCN cost,2,155.817,53.1383125,2.932291084704657,-0.467207079954831,under,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB,7a,MSCN cost,2,80.395,93.1934140625,1.1591941546427016,0.06415618249346665,over,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB,7b,MSCN cost,2,449.781,50.971875,8.824101526577158,-0.945670496279207,under,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB,7c,MSCN cost,2,128.305,132.074125,1.0293762908694128,0.01257416113275983,over,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB,8a,MSCN cost,2,131.095,364.94459375,2.783817794347611,0.444640806549525,over,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB,8b,MSCN cost,2,84.658,160.829796875,1.8997589935387087,0.2786985091553964,over,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB,8c,MSCN cost,2,85.134,172.78165625,2.0295258797895084,0.30739459365681016,over,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB,8d,MSCN cost,2,84.73,172.78165625,2.039202835477399,0.3094604263408363,over,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB,9a,MSCN cost,2,219.751,125.342328125,1.753206624507957,-0.2438331029708651,under,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB,9b,MSCN cost,2,230.797,207.888390625,1.1101966747932728,-0.04539992222021988,under,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB,9c,MSCN cost,2,274.316,325.97725,1.1883275127954624,0.07493615225896263,over,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB,9d,MSCN cost,2,234.218,341.00509375,1.4559303458743564,0.1631405981047574,over,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB,10a,MSCN cost,2,191.282,224.577640625,1.1740657282180236,0.06969241088377914,over,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB,10b,MSCN cost,2,190.3,191.442359375,1.00600293943773,0.002599249685834008,over,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB,10c,MSCN cost,2,185.052,163.807734375,1.1296902475701553,-0.05295937957895325,under,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB,11a,MSCN cost,2,1485.642,9.6642001953125,153.7263270602147,-2.1867482508299774,under,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB,11b,MSCN cost,2,10.96,11.0129228515625,1.0048287273323449,0.0020920427382381283,over,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB,11c,MSCN cost,2,43.602,14.09196484375,3.0941036600256737,-0.49053485953238973,under,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB,11d,MSCN cost,2,45.968,44.73900390625,1.0274703499506908,-0.011769298150445327,under,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB,12a,MSCN cost,2,507.659,342.09203125,1.4839837050428224,-0.17142913217694455,under,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB,12b,MSCN cost,2,712.881,143.134359375,4.980502257548879,-0.6972731412904577,under,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB,12c,MSCN cost,2,147.449,307.61209375,2.0862270598647665,0.3193615742150821,over,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB,13a,MSCN cost,2,2385.046,858.709625,2.777476728527411,-0.4436504288318175,under,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB,13b,MSCN cost,2,561.534,282.9955625,1.9842501947358273,-0.2975964315996669,under,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB,13c,MSCN cost,2,534.6,282.0971875,1.895091563080543,-0.2776301981457592,under,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB,13d,MSCN cost,2,2395.467,882.4415625,2.7145899533715583,-0.4337042374470753,under,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB,14a,MSCN cost,2,349.112,72.27484375,4.8303390486402815,-0.683977615593274,under,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB,14b,MSCN cost,2,1265.251,8.7455947265625,144.6729513039433,-2.1603873410878243,under,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB,14c,MSCN cost,2,382.757,68.1872265625,5.613324068096056,-0.7492201156070186,under,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB,15a,MSCN cost,2,324.813,199.062109375,1.6317168597269618,-0.21264480090907997,under,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB,15b,MSCN cost,2,6.687,107.5826484375,16.088327865634813,1.2065109082093408,over,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB,15c,MSCN cost,2,52.54,539.1114375,10.260971402740768,1.011188477235838,over,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB,15d,MSCN cost,2,7351.406,90.4946328125,81.23582329166103,-1.9097475862244682,under,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB,16a,MSCN cost,2,559.898,12.358390625,45.3050900387768,-1.656146997853216,under,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB,16b,MSCN cost,2,213.442,71.32621875,2.9924760311228473,-0.47603068051778885,under,saved_200k_mscn_cost_model_ms
Hollywood200K,balanced_duckdb_pg_200k,JOB,16c,MSCN cost,2,569.67,8.4709609375,67.24974937354916,-1.8276906701482383,under,saved_200k_mscn_cost_model_ms
