dataset,query_mode,workload,query_id,method,seed,actual_runtime,predicted_value,q_error,signed_log10_error,bias,prediction_policy
Hollywood200K,balanced_duckdb_pg_200k,JOB,4b,PostgreSQL cost,,526.054,443.1280803936466,1.1871375867958702,-0.07450105570561055,under,total_cost_scaled_by_workload_logmean_runtime
Hollywood200K,balanced_duckdb_pg_200k,JOB,4c,PostgreSQL cost,,1173.86,502.0583220661454,2.338094895368243,-0.36886213372848853,under,total_cost_scaled_by_workload_logmean_runtime
Hollywood200K,balanced_duckdb_pg_200k,JOB,5a,PostgreSQL cost,,1472.801,556.1861851045659,2.6480359265361937,-0.42292387298464856,under,total_cost_scaled_by_workload_logmean_runtime
Hollywood200K,balanced_duckdb_pg_200k,JOB,5b,PostgreSQL cost,,1195.354,395.8065224181777,3.0200462405141573,-0.4800135925751634,under,total_cost_scaled_by_workload_logmean_runtime
Hollywood200K,balanced_duckdb_pg_200k,JOB,5c,PostgreSQL cost,,1197.397,683.6003112261095,1.7516039421520182,-0.24343591394241135,under,total_cost_scaled_by_workload_logmean_runtime
Hollywood200K,balanced_duckdb_pg_200k,JOB,6a,PostgreSQL cost,,276.724,284.32369747980016,1.027463094924185,0.011766231561612118,over,total_cost_scaled_by_workload_logmean_runtime
Hollywood200K,balanced_duckdb_pg_200k,JOB,6b,PostgreSQL cost,,94.844,328.5300523072326,3.4638991639664356,0.5395652409751126,over,total_cost_scaled_by_workload_logmean_runtime
Hollywood200K,balanced_duckdb_pg_200k,JOB,6c,PostgreSQL cost,,479.682,434.0924684232693,1.1050226274192758,-0.0433711711095618,under,total_cost_scaled_by_workload_logmean_runtime
Hollywood200K,balanced_duckdb_pg_200k,JOB,6d,PostgreSQL cost,,102.727,328.3643936828673,3.196476035344819,0.5046714527847369,over,total_cost_scaled_by_workload_logmean_runtime
Hollywood200K,balanced_duckdb_pg_200k,JOB,6e,PostgreSQL cost,,264.433,284.23524027670186,1.0748856620644998,0.031362269855909994,over,total_cost_scaled_by_workload_logmean_runtime
Hollywood200K,balanced_duckdb_pg_200k,JOB,6f,PostgreSQL cost,,155.817,485.4843819508891,3.1157343675650866,0.4935604247328149,over,total_cost_scaled_by_workload_logmean_runtime
Hollywood200K,balanced_duckdb_pg_200k,JOB,7a,PostgreSQL cost,,80.395,283.29505144137516,3.523789432693267,0.5470099488456812,over,total_cost_scaled_by_workload_logmean_runtime
Hollywood200K,balanced_duckdb_pg_200k,JOB,7b,PostgreSQL cost,,449.781,262.2553467792799,1.7150498760986026,-0.2342767544659227,under,total_cost_scaled_by_workload_logmean_runtime
Hollywood200K,balanced_duckdb_pg_200k,JOB,7c,PostgreSQL cost,,128.305,377.84931292632666,2.9449305399347385,0.46907505583659864,over,total_cost_scaled_by_workload_logmean_runtime
Hollywood200K,balanced_duckdb_pg_200k,JOB,8a,PostgreSQL cost,,131.095,367.08057539584286,2.8001111819355646,0.4471752758931007,over,total_cost_scaled_by_workload_logmean_runtime
Hollywood200K,balanced_duckdb_pg_200k,JOB,8b,PostgreSQL cost,,84.658,267.4383032602215,3.1590434839025434,0.49955560396432963,over,total_cost_scaled_by_workload_logmean_runtime
Hollywood200K,balanced_duckdb_pg_200k,JOB,8c,PostgreSQL cost,,85.134,321.9677990785779,3.781894414435806,0.5777093997422305,over,total_cost_scaled_by_workload_logmean_runtime
Hollywood200K,balanced_duckdb_pg_200k,JOB,8d,PostgreSQL cost,,84.73,321.9677990785779,3.799926815514905,0.5797752324262566,over,total_cost_scaled_by_workload_logmean_runtime
Hollywood200K,balanced_duckdb_pg_200k,JOB,9a,PostgreSQL cost,,219.751,724.5616903620378,3.297194053096631,0.5181445078677567,over,total_cost_scaled_by_workload_logmean_runtime
Hollywood200K,balanced_duckdb_pg_200k,JOB,9b,PostgreSQL cost,,230.797,726.4361090893685,3.1475110555569117,0.49796726423150584,over,total_cost_scaled_by_workload_logmean_runtime
Hollywood200K,balanced_duckdb_pg_200k,JOB,9c,PostgreSQL cost,,274.316,896.4629037519848,3.2679934956473002,0.5142811834762601,over,total_cost_scaled_by_workload_logmean_runtime
Hollywood200K,balanced_duckdb_pg_200k,JOB,9d,PostgreSQL cost,,234.218,789.8853485357206,3.3724365699293846,0.5279437900448422,over,total_cost_scaled_by_workload_logmean_runtime
Hollywood200K,balanced_duckdb_pg_200k,JOB,10a,PostgreSQL cost,,191.282,669.6431417552039,3.5008162908961844,0.5441693212924826,over,total_cost_scaled_by_workload_logmean_runtime
Hollywood200K,balanced_duckdb_pg_200k,JOB,10b,PostgreSQL cost,,190.3,669.2231024614496,3.5166742115683105,0.5461321366786847,over,total_cost_scaled_by_workload_logmean_runtime
Hollywood200K,balanced_duckdb_pg_200k,JOB,10c,PostgreSQL cost,,185.052,630.0606621041005,3.404776290470249,0.5320885820326386,over,total_cost_scaled_by_workload_logmean_runtime
Hollywood200K,balanced_duckdb_pg_200k,JOB,11a,PostgreSQL cost,,1485.642,114.84340413033809,12.93624140846535,-1.1118081115200305,under,total_cost_scaled_by_workload_logmean_runtime
Hollywood200K,balanced_duckdb_pg_200k,JOB,11b,PostgreSQL cost,,10.96,97.6255008733643,8.907436211073385,0.9497527209160612,over,total_cost_scaled_by_workload_logmean_runtime
Hollywood200K,balanced_duckdb_pg_200k,JOB,11c,PostgreSQL cost,,43.602,136.34803879255054,3.1271051509690047,0.4951424849262764,over,total_cost_scaled_by_workload_logmean_runtime
Hollywood200K,balanced_duckdb_pg_200k,JOB,11d,PostgreSQL cost,,45.968,150.79026624990712,3.280331235857708,0.5159176993952296,over,total_cost_scaled_by_workload_logmean_runtime
Hollywood200K,balanced_duckdb_pg_200k,JOB,12a,PostgreSQL cost,,507.659,236.3870441324872,2.1475753963718662,-0.33194841983900214,under,total_cost_scaled_by_workload_logmean_runtime
Hollywood200K,balanced_duckdb_pg_200k,JOB,12b,PostgreSQL cost,,712.881,362.4986776646967,1.9665754495783272,-0.29371061319526764,under,total_cost_scaled_by_workload_logmean_runtime
Hollywood200K,balanced_duckdb_pg_200k,JOB,12c,PostgreSQL cost,,147.449,247.34567332351443,1.67749983603493,0.22466248639147465,over,total_cost_scaled_by_workload_logmean_runtime
Hollywood200K,balanced_duckdb_pg_200k,JOB,13a,PostgreSQL cost,,2385.046,293.89932213615816,8.115180336806125,-0.9092981752293567,under,total_cost_scaled_by_workload_logmean_runtime
Hollywood200K,balanced_duckdb_pg_200k,JOB,13b,PostgreSQL cost,,561.534,176.5487919186032,3.1806164964237875,-0.5025113071055877,under,total_cost_scaled_by_workload_logmean_runtime
Hollywood200K,balanced_duckdb_pg_200k,JOB,13c,PostgreSQL cost,,534.6,174.47481480045022,3.0640525431216594,-0.48629620841231014,under,total_cost_scaled_by_workload_logmean_runtime
Hollywood200K,balanced_duckdb_pg_200k,JOB,13d,PostgreSQL cost,,2395.467,293.89932213615816,8.15063805723997,-0.9111916079905121,under,total_cost_scaled_by_workload_logmean_runtime
Hollywood200K,balanced_duckdb_pg_200k,JOB,14a,PostgreSQL cost,,349.112,134.78533901146744,2.590133337649563,-0.41332212173178834,under,total_cost_scaled_by_workload_logmean_runtime
Hollywood200K,balanced_duckdb_pg_200k,JOB,14b,PostgreSQL cost,,1265.251,107.2469431828241,11.797548372480172,-1.0717917667192163,under,total_cost_scaled_by_workload_logmean_runtime
Hollywood200K,balanced_duckdb_pg_200k,JOB,14c,PostgreSQL cost,,382.757,148.53990440940834,2.5767957877839907,-0.4110800018831715,under,total_cost_scaled_by_workload_logmean_runtime
Hollywood200K,balanced_duckdb_pg_200k,JOB,15a,PostgreSQL cost,,324.813,404.405277632535,1.2450403082159118,0.09518341195574717,over,total_cost_scaled_by_workload_logmean_runtime
Hollywood200K,balanced_duckdb_pg_200k,JOB,15b,PostgreSQL cost,,6.687,116.78496028576899,17.4644773868355,1.242155594187269,over,total_cost_scaled_by_workload_logmean_runtime
Hollywood200K,balanced_duckdb_pg_200k,JOB,15c,PostgreSQL cost,,52.54,196.6390382779813,3.7426539451461993,0.5731796730504884,over,total_cost_scaled_by_workload_logmean_runtime
Hollywood200K,balanced_duckdb_pg_200k,JOB,15d,PostgreSQL cost,,7351.406,1531.1545917644012,4.801217355543915,-0.6813513673265073,under,total_cost_scaled_by_workload_logmean_runtime
Hollywood200K,balanced_duckdb_pg_200k,JOB,16a,PostgreSQL cost,,559.898,290.0240226620969,1.9305228403521926,-0.2856749442041717,under,total_cost_scaled_by_workload_logmean_runtime
Hollywood200K,balanced_duckdb_pg_200k,JOB,16b,PostgreSQL cost,,213.442,284.64164021129585,1.33357839699448,0.12501855162042824,over,total_cost_scaled_by_workload_logmean_runtime
Hollywood200K,balanced_duckdb_pg_200k,JOB,16c,PostgreSQL cost,,569.67,281.8255760180484,2.021356642108017,-0.3056429458927219,under,total_cost_scaled_by_workload_logmean_runtime
Hollywood200K,balanced_duckdb_pg_200k,JOB,16d,PostgreSQL cost,,169.207,298.3693241538042,1.763339129904816,0.2463358449610079,over,total_cost_scaled_by_workload_logmean_runtime
Hollywood200K,balanced_duckdb_pg_200k,JOB,17a,PostgreSQL cost,,155.659,278.5952990534064,1.789779576210861,0.2527995478905653,over,total_cost_scaled_by_workload_logmean_runtime
Hollywood200K,balanced_duckdb_pg_200k,JOB,17b,PostgreSQL cost,,70.259,277.8595681845226,3.9547896808170138,0.5971233922864516,over,total_cost_scaled_by_workload_logmean_runtime
Hollywood200K,balanced_duckdb_pg_200k,JOB,17c,PostgreSQL cost,,82.755,279.1628552996332,3.3733654196076754,0.5280633886612778,over,total_cost_scaled_by_workload_logmean_runtime
Hollywood200K,balanced_duckdb_pg_200k,JOB,17d,PostgreSQL cost,,166.397,435.84439776008224,2.619304421113856,0.4181859759841684,over,total_cost_scaled_by_workload_logmean_runtime
Hollywood200K,balanced_duckdb_pg_200k,JOB,17e,PostgreSQL cost,,262.113,283.9386173202044,1.0832679696169378,0.03473590199051035,over,total_cost_scaled_by_workload_logmean_runtime
Hollywood200K,balanced_duckdb_pg_200k,JOB,17f,PostgreSQL cost,,154.766,412.2052695997528,2.6634097256487395,0.4254379812721434,over,total_cost_scaled_by_workload_logmean_runtime
Hollywood200K,balanced_duckdb_pg_200k,JOB,18a,PostgreSQL cost,,83.079,483.24090600045184,5.816643267257091,0.7646724294830035,over,total_cost_scaled_by_workload_logmean_runtime
Hollywood200K,balanced_duckdb_pg_200k,JOB,18b,PostgreSQL cost,,174.595,385.89772661961103,2.210245004837544,0.3444404177354869,over,total_cost_scaled_by_workload_logmean_runtime
Hollywood200K,balanced_duckdb_pg_200k,JOB,18c,PostgreSQL cost,,111.13,956.10225967986,8.60345774930136,0.9346730302710504,over,total_cost_scaled_by_workload_logmean_runtime
Hollywood200K,balanced_duckdb_pg_200k,JOB,19a,PostgreSQL cost,,196.734,723.7371050271674,3.678759670556017,0.565701416762739,over,total_cost_scaled_by_workload_logmean_runtime
Hollywood200K,balanced_duckdb_pg_200k,JOB,19b,PostgreSQL cost,,329.584,723.7639864826001,2.195992482895408,0.34163084914661906,over,total_cost_scaled_by_workload_logmean_runtime
Hollywood200K,balanced_duckdb_pg_200k,JOB,19c,PostgreSQL cost,,630.255,1457.3250054712294,2.312278372200505,0.3640401170465345,over,total_cost_scaled_by_workload_logmean_runtime
Hollywood200K,balanced_duckdb_pg_200k,JOB,19d,PostgreSQL cost,,636.87,1456.4293100793773,2.286854946974072,0.3592386185960003,over,total_cost_scaled_by_workload_logmean_runtime
Hollywood200K,balanced_duckdb_pg_200k,JOB,20a,PostgreSQL cost,,377.126,823.8852252403871,2.1846418047029035,0.33938023993650057,over,total_cost_scaled_by_workload_logmean_runtime
Hollywood200K,balanced_duckdb_pg_200k,JOB,20b,PostgreSQL cost,,377.123,839.040539582002,2.224845844941841,0.34729992497518325,over,total_cost_scaled_by_workload_logmean_runtime
Hollywood200K,balanced_duckdb_pg_200k,JOB,20c,PostgreSQL cost,,302.124,781.4278864885878,2.586447572813109,0.4127036797028711,over,total_cost_scaled_by_workload_logmean_runtime
Hollywood200K,balanced_duckdb_pg_200k,JOB,21a,PostgreSQL cost,,25.212,113.71928257779047,4.51052207590792,0.6542268127346337,over,total_cost_scaled_by_workload_logmean_runtime
Hollywood200K,balanced_duckdb_pg_200k,JOB,21b,PostgreSQL cost,,23.409,113.71703142142421,4.857833799881423,0.6864426522910319,over,total_cost_scaled_by_workload_logmean_runtime
Hollywood200K,balanced_duckdb_pg_200k,JOB,21c,PostgreSQL cost,,1021.173,132.29953269924886,7.718644043296744,-0.887541013258479,under,total_cost_scaled_by_workload_logmean_runtime
Hollywood200K,balanced_duckdb_pg_200k,JOB,22a,PostgreSQL cost,,29815.008,155.47042033539307,191.7728654472067,-2.282787157473785,under,total_cost_scaled_by_workload_logmean_runtime
Hollywood200K,balanced_duckdb_pg_200k,JOB,22b,PostgreSQL cost,,29624.589,155.37481240030772,190.66532433632293,-2.2802717165451454,under,total_cost_scaled_by_workload_logmean_runtime
Hollywood200K,balanced_duckdb_pg_200k,JOB,22c,PostgreSQL cost,,30475.835,155.4710824402067,196.02253050319396,-2.2923059913098514,under,total_cost_scaled_by_workload_logmean_runtime
Hollywood200K,balanced_duckdb_pg_200k,JOB,22d,PostgreSQL cost,,78696.011,155.42182184207408,506.3382353088354,-2.7044407236670325,under,total_cost_scaled_by_workload_logmean_runtime
Hollywood200K,balanced_duckdb_pg_200k,JOB,23a,PostgreSQL cost,,2217380.196,746.5880636173752,2970.0182792319633,-3.4727591222280356,under,total_cost_scaled_by_workload_logmean_runtime
Hollywood200K,balanced_duckdb_pg_200k,JOB,23b,PostgreSQL cost,,9361.838,141.7113526247196,66.06272416855722,-1.8199564783317626,under,total_cost_scaled_by_workload_logmean_runtime
Hollywood200K,balanced_duckdb_pg_200k,JOB,23c,PostgreSQL cost,,156414.765,894.5853069215485,174.8461144955033,-2.2426559856763655,under,total_cost_scaled_by_workload_logmean_runtime
Hollywood200K,balanced_duckdb_pg_200k,JOB,24a,PostgreSQL cost,,240.828,741.5787110185622,3.079287753162266,0.4884502747334231,over,total_cost_scaled_by_workload_logmean_runtime
Hollywood200K,balanced_duckdb_pg_200k,JOB,24b,PostgreSQL cost,,220.928,735.5387260668833,3.32931419316195,0.5223547822151418,over,total_cost_scaled_by_workload_logmean_runtime
Hollywood200K,balanced_duckdb_pg_200k,JOB,25a,PostgreSQL cost,,724.917,302.94287936429885,2.3929164518445845,-0.3789275355811367,under,total_cost_scaled_by_workload_logmean_runtime
Hollywood200K,balanced_duckdb_pg_200k,JOB,25b,PostgreSQL cost,,503.922,314.547590432447,1.6020532832796361,-0.2046769563484049,under,total_cost_scaled_by_workload_logmean_runtime
Hollywood200K,balanced_duckdb_pg_200k,JOB,25c,PostgreSQL cost,,293.767,315.06403218706305,1.0724963395720521,0.030395818613058376,over,total_cost_scaled_by_workload_logmean_runtime
Hollywood200K,balanced_duckdb_pg_200k,JOB,26a,PostgreSQL cost,,305.634,794.8458377992891,2.6006459942260647,0.4150812390787594,over,total_cost_scaled_by_workload_logmean_runtime
Hollywood200K,balanced_duckdb_pg_200k,JOB,26b,PostgreSQL cost,,352.967,768.9245667674077,2.178460215168579,0.3381496329013232,over,total_cost_scaled_by_workload_logmean_runtime
Hollywood200K,balanced_duckdb_pg_200k,JOB,26c,PostgreSQL cost,,299.075,794.8461026412147,2.657681526845155,0.42450293769759095,over,total_cost_scaled_by_workload_logmean_runtime
Hollywood200K,balanced_duckdb_pg_200k,JOB,27a,PostgreSQL cost,,38.814,113.15397748792998,2.9152877180380785,0.4646814229681129,over,total_cost_scaled_by_workload_logmean_runtime
Hollywood200K,balanced_duckdb_pg_200k,JOB,27b,PostgreSQL cost,,35.713,101.51894201931846,2.842632711318524,0.45372074933089157,over,total_cost_scaled_by_workload_logmean_runtime
Hollywood200K,balanced_duckdb_pg_200k,JOB,27c,PostgreSQL cost,,1758.78,132.33449183340747,13.290412617551617,-1.1235384643696746,under,total_cost_scaled_by_workload_logmean_runtime
Hollywood200K,balanced_duckdb_pg_200k,JOB,28a,PostgreSQL cost,,11394.028,155.84411229219472,73.11170009834666,-1.863986882861384,under,total_cost_scaled_by_workload_logmean_runtime
Hollywood200K,balanced_duckdb_pg_200k,JOB,28b,PostgreSQL cost,,147.66,155.90052362231432,1.0558074198991896,0.023584709767564365,over,total_cost_scaled_by_workload_logmean_runtime
Hollywood200K,balanced_duckdb_pg_200k,JOB,28c,PostgreSQL cost,,343.51,155.5318636620961,2.208614954594125,-0.3441200084604468,under,total_cost_scaled_by_workload_logmean_runtime
Hollywood200K,balanced_duckdb_pg_200k,JOB,29a,PostgreSQL cost,,474.516,705.7681100696341,1.4873431245092559,0.17241117019701227,over,total_cost_scaled_by_workload_logmean_runtime
Hollywood200K,balanced_duckdb_pg_200k,JOB,29b,PostgreSQL cost,,301.835,703.7068453639025,2.3314289110404776,0.3676221776658994,over,total_cost_scaled_by_workload_logmean_runtime
Hollywood200K,balanced_duckdb_pg_200k,JOB,29c,PostgreSQL cost,,195.108,734.4346000797068,3.764246469031033,0.5756780516935199,over,total_cost_scaled_by_workload_logmean_runtime
Hollywood200K,balanced_duckdb_pg_200k,JOB,30a,PostgreSQL cost,,162.804,326.36960430042205,2.0046780441538417,0.30204463387650055,over,total_cost_scaled_by_workload_logmean_runtime
Hollywood200K,balanced_duckdb_pg_200k,JOB,30b,PostgreSQL cost,,132.617,339.1894101225079,2.5576616129342993,0.4078430853511673,over,total_cost_scaled_by_workload_logmean_runtime
Hollywood200K,balanced_duckdb_pg_200k,JOB,30c,PostgreSQL cost,,120.393,314.6637236167543,2.6136380322506647,0.4172454411323729,over,total_cost_scaled_by_workload_logmean_runtime
Hollywood200K,balanced_duckdb_pg_200k,JOB,31a,PostgreSQL cost,,168.855,320.5081228064926,1.8981263380207436,0.2783251154038331,over,total_cost_scaled_by_workload_logmean_runtime
Hollywood200K,balanced_duckdb_pg_200k,JOB,31b,PostgreSQL cost,,132.328,344.8116069367986,2.605734288561745,0.4159301278405591,over,total_cost_scaled_by_workload_logmean_runtime
Hollywood200K,balanced_duckdb_pg_200k,JOB,31c,PostgreSQL cost,,126.631,316.305213870657,2.4978497672027937,0.3975663142475355,over,total_cost_scaled_by_workload_logmean_runtime
Hollywood200K,balanced_duckdb_pg_200k,JOB,32a,PostgreSQL cost,,68.089,233.3238824228004,3.4267485559018405,0.534882238427344,over,total_cost_scaled_by_workload_logmean_runtime
Hollywood200K,balanced_duckdb_pg_200k,JOB,32b,PostgreSQL cost,,67.737,233.3238824228004,3.444555891503911,0.5371332360252554,over,total_cost_scaled_by_workload_logmean_runtime
Hollywood200K,balanced_duckdb_pg_200k,JOB,33a,PostgreSQL cost,,3027.258,130.2862043820226,23.235445489865793,-1.3661510035605606,under,total_cost_scaled_by_workload_logmean_runtime
Hollywood200K,balanced_duckdb_pg_200k,JOB,33b,PostgreSQL cost,,3735.563,130.5095985461347,28.622898557760035,-1.4567136113908994,under,total_cost_scaled_by_workload_logmean_runtime
Hollywood200K,balanced_duckdb_pg_200k,JOB,33c,PostgreSQL cost,,74.699,228.2395795590867,3.0554569613928795,0.4850761707064025,over,total_cost_scaled_by_workload_logmean_runtime
Hollywood200K,balanced_duckdb_pg_200k,JOB-Complex,11,PostgreSQL cost,,7345.167,832.2287213179503,8.825899433472932,-0.945758974579948,under,total_cost_scaled_by_workload_logmean_runtime
Hollywood200K,balanced_duckdb_pg_200k,JOB-Complex,01,PostgreSQL cost,,14.777,124.51156080960513,8.426037816174132,0.9256234039148378,over,total_cost_scaled_by_workload_logmean_runtime
Hollywood200K,balanced_duckdb_pg_200k,JOB-Complex,02,PostgreSQL cost,,19.493,125.06128265766615,6.415702183228142,0.8072441958025138,over,total_cost_scaled_by_workload_logmean_runtime
Hollywood200K,balanced_duckdb_pg_200k,JOB-Complex,03,PostgreSQL cost,,13.944,124.5126865198742,8.929481247839513,0.9508262295778277,over,total_cost_scaled_by_workload_logmean_runtime
Hollywood200K,balanced_duckdb_pg_200k,JOB-Complex,04,PostgreSQL cost,,14.289,124.5126865198742,8.71388386310268,0.9402117674485116,over,total_cost_scaled_by_workload_logmean_runtime
Hollywood200K,balanced_duckdb_pg_200k,JOB-Complex,05,PostgreSQL cost,,228.6,210.6000034786613,1.085470067540443,-0.03561785203617985,under,total_cost_scaled_by_workload_logmean_runtime
Hollywood200K,balanced_duckdb_pg_200k,JOB-Complex,06,PostgreSQL cost,,13.877,124.51068525717363,8.972449755507215,0.9529110350223229,over,total_cost_scaled_by_workload_logmean_runtime
Hollywood200K,balanced_duckdb_pg_200k,JOB-Complex,07,PostgreSQL cost,,13.636,124.51068525717363,9.131027079581523,0.9605196307552331,over,total_cost_scaled_by_workload_logmean_runtime
Hollywood200K,balanced_duckdb_pg_200k,JOB-Complex,08,PostgreSQL cost,,1134.125,813.1693207523781,1.3946972310153811,-0.14447993867005846,under,total_cost_scaled_by_workload_logmean_runtime
Hollywood200K,balanced_duckdb_pg_200k,JOB-Complex,09,PostgreSQL cost,,8252.127,144.7678415490331,57.00248695912891,-1.7558938039016991,under,total_cost_scaled_by_workload_logmean_runtime
Hollywood200K,balanced_duckdb_pg_200k,JOB-Complex,10,PostgreSQL cost,,96.21,272.4807972849458,2.8321463183135416,0.4521156867277112,over,total_cost_scaled_by_workload_logmean_runtime
Hollywood200K,balanced_duckdb_pg_200k,JOB-Complex,12,PostgreSQL cost,,2143.964,738.9958958868016,2.9011852595300605,-0.4625754622127687,under,total_cost_scaled_by_workload_logmean_runtime
Hollywood200K,balanced_duckdb_pg_200k,JOB-Complex,13,PostgreSQL cost,,265.311,172.0217874788187,1.542310447347654,-0.18817180043333417,under,total_cost_scaled_by_workload_logmean_runtime
Hollywood200K,balanced_duckdb_pg_200k,JOB-Complex,14,PostgreSQL cost,,124.296,307.68413389812576,2.475414606247391,0.3936479491788285,over,total_cost_scaled_by_workload_logmean_runtime
Hollywood200K,balanced_duckdb_pg_200k,JOB-Complex,15,PostgreSQL cost,,6113.963,343.63131484132134,17.792217227999856,-1.2502300723044892,under,total_cost_scaled_by_workload_logmean_runtime
Hollywood200K,balanced_duckdb_pg_200k,JOB-Complex,16,PostgreSQL cost,,151.831,456.6432449367327,3.0075758240196846,0.4782165851517801,over,total_cost_scaled_by_workload_logmean_runtime
Hollywood200K,balanced_duckdb_pg_200k,JOB-Complex,17,PostgreSQL cost,,21823.631,739.5631287834925,29.508814258895917,-1.4699517587658164,under,total_cost_scaled_by_workload_logmean_runtime
Hollywood200K,balanced_duckdb_pg_200k,JOB-Complex,18,PostgreSQL cost,,196.882,143.65013633076842,1.370566050467645,-0.13689996994659365,under,total_cost_scaled_by_workload_logmean_runtime
Hollywood200K,balanced_duckdb_pg_200k,JOB-Complex,19,PostgreSQL cost,,612.023,788.4400927982722,1.2882523905119123,0.11000095702107603,over,total_cost_scaled_by_workload_logmean_runtime
Hollywood200K,balanced_duckdb_pg_200k,JOB-Complex,20,PostgreSQL cost,,305.893,130.73611320295137,2.339774317178449,-0.36917396957645987,under,total_cost_scaled_by_workload_logmean_runtime
Hollywood200K,balanced_duckdb_pg_200k,JOB-Complex,21,PostgreSQL cost,,384.926,768.3012611635835,1.9959713325771278,0.30015429937972327,over,total_cost_scaled_by_workload_logmean_runtime
Hollywood200K,balanced_duckdb_pg_200k,JOB-Complex,22,PostgreSQL cost,,313.102,842.3622400811722,2.6903764271105657,0.4298130490654797,over,total_cost_scaled_by_workload_logmean_runtime
Hollywood200K,balanced_duckdb_pg_200k,JOB-Complex,23,PostgreSQL cost,,388.79,783.2804623194633,2.0146620600310277,0.3042022079102346,over,total_cost_scaled_by_workload_logmean_runtime
Hollywood200K,balanced_duckdb_pg_200k,JOB-Complex,24,PostgreSQL cost,,301.351,777.5046930867182,2.5800634246666454,0.41163038218190234,over,total_cost_scaled_by_workload_logmean_runtime
Hollywood200K,balanced_duckdb_pg_200k,JOB-Complex,25,PostgreSQL cost,,3465.359,698.6918409655606,4.95978169032435,-0.6954625610115597,under,total_cost_scaled_by_workload_logmean_runtime
Hollywood200K,balanced_duckdb_pg_200k,JOB-Complex,26,PostgreSQL cost,,2317.463,258.34662930437895,8.970362827028065,-0.95281000944202,under,total_cost_scaled_by_workload_logmean_runtime
Hollywood200K,balanced_duckdb_pg_200k,JOB-Complex,27,PostgreSQL cost,,147.907,260.8048052952648,1.7633026516342352,0.24632686059990488,over,total_cost_scaled_by_workload_logmean_runtime
Hollywood200K,balanced_duckdb_pg_200k,JOB-Complex,28,PostgreSQL cost,,274.905,131.34124501203422,2.093059190772949,-0.3207815101650542,under,total_cost_scaled_by_workload_logmean_runtime
Hollywood200K,balanced_duckdb_pg_200k,JOB-Complex,29,PostgreSQL cost,,1122.691,739.4321711555243,1.5183150582230551,-0.1813618992607168,under,total_cost_scaled_by_workload_logmean_runtime
Hollywood200K,balanced_duckdb_pg_200k,JOB-Complex,30,PostgreSQL cost,,148.112,260.8048052952648,1.760862086092044,0.2457253425688136,over,total_cost_scaled_by_workload_logmean_runtime
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,01,PostgreSQL cost,,39.282,32.47749577143917,1.2095144365947306,-0.08261105640687864,under,total_cost_scaled_by_workload_logmean_runtime
Hollywood200K,balanced_duckdb_pg_200k,JOB-Light,02,PostgreSQL cost,,0.801,25.433935805452343,31.75272884575823,1.5017810547217987,over,total_cost_scaled_by_workload_logmean_runtime
