dataset,query_mode,workload,method,subplan_query_id,source_workload,source_query_id,node_id,parent_id,depth,node_type,join_type,relation_name,alias,aliases,tables,table_count,plan_rows,actual_rows_per_loop,actual_loops,actual_total_rows,postgres_q_error_per_loop,postgres_q_error_total,logical_count,label_source,count_ms,count_error,sql_hash,sql_path,actual_cardinality,estimated_cardinality,q_error,signed_log10_error,bias
Hollywood200K,balanced_duckdb_pg_200k,JOB,PostgreSQL intermediate logical,job_exact_node_01000,job_exact,21a,21a:0008,21a:0007,7,Seq Scan,,link_type,lt,lt,link_type,1,1.0,1.0,1.0,1.0,1.0,1.0,1,exact_logical_count,0.258,,8e76b2abb38ed3d0713726ecfbef40c1a7fa5c7ce71a895a341ae3ef4f1239c3,experiments/paper_results/source_candidate/postgres_logical_subplans/job_exact/queries/job_exact_node_01000.sql,1,1.0,1.0,0.0,exact
Hollywood200K,balanced_duckdb_pg_200k,JOB,PostgreSQL intermediate logical,job_exact_node_01001,job_exact,21a,21a:0009,21a:0007,7,Nested Loop,Inner,,,k mk ml,keyword movie_keyword movie_link,3,11.0,42.0,1.0,42.0,3.8181818181818183,3.8181818181818183,42,exact_logical_count,1.595,,d857a5f60c9001f1293146225587d9584133832deaae01e590e1da35b248f1f9,experiments/paper_results/source_candidate/postgres_logical_subplans/job_exact/queries/job_exact_node_01001.sql,42,11.0,3.8181818181818183,-0.5818566052396754,under
Hollywood200K,balanced_duckdb_pg_200k,JOB,PostgreSQL intermediate logical,job_exact_node_01002,job_exact,21a,21a:0010,21a:0009,8,Nested Loop,Inner,,,k mk,keyword movie_keyword,2,96.0,459.0,1.0,459.0,4.78125,4.78125,459,exact_logical_count,1.202,,ef2f481c81b74fc0d175f216759a20835e7d810d957609ed258694e1333c18e0,experiments/paper_results/source_candidate/postgres_logical_subplans/job_exact/queries/job_exact_node_01002.sql,459,96.0,4.78125,-0.6795414524976928,under
Hollywood200K,balanced_duckdb_pg_200k,JOB,PostgreSQL intermediate logical,job_exact_node_01003,job_exact,21a,21a:0011,21a:0010,9,Seq Scan,,keyword,k,k,keyword,1,1.0,1.0,1.0,1.0,1.0,1.0,1,exact_logical_count,1.111,,6cccbfe6a4f08063992537669dfb19c8a2309c41b40c54f7ae7b93b7ce580b1e,experiments/paper_results/source_candidate/postgres_logical_subplans/job_exact/queries/job_exact_node_01003.sql,1,1.0,1.0,0.0,exact
Hollywood200K,balanced_duckdb_pg_200k,JOB,PostgreSQL intermediate logical,job_exact_node_01004,job_exact,21a,21a:0012,21a:0010,9,Index Scan,,movie_keyword,mk,mk,movie_keyword,1,158.0,459.0,1.0,459.0,2.9050632911392404,2.9050632911392404,2095957,exact_logical_count,71.619,,7cbc8d9a1fd8f41601d544f5aa8b2e75d34c94b8b2be08b210da1f1ef487ce56,experiments/paper_results/source_candidate/postgres_logical_subplans/job_exact/queries/job_exact_node_01004.sql,2095957,158.0,13265.550632911392,-4.122725281598544,under
Hollywood200K,balanced_duckdb_pg_200k,JOB,PostgreSQL intermediate logical,job_exact_node_01005,job_exact,21a,21a:0013,21a:0009,8,Index Scan,,movie_link,ml,ml,movie_link,1,1.0,0.0,459.0,0.0,1.0,1.0,25589,exact_logical_count,1.02,,b6a77012b611964e04352a0c9b3bf34fdc2e572de05ec8d416edb032ab676dcf,experiments/paper_results/source_candidate/postgres_logical_subplans/job_exact/queries/job_exact_node_01005.sql,25589,1.0,25589.0,-4.40805331429798,under
Hollywood200K,balanced_duckdb_pg_200k,JOB,PostgreSQL intermediate logical,job_exact_node_01006,job_exact,21a,21a:0014,21a:0006,6,Index Scan,,movie_companies,mc,mc,movie_companies,1,1.0,1.0,16.0,16.0,1.0,16.0,319455,exact_logical_count,38.654,,266d21cb984b4f356bd29118fff9c5104cc2629bd49d6265e6efcddda2228694,experiments/paper_results/source_candidate/postgres_logical_subplans/job_exact/queries/job_exact_node_01006.sql,319455,1.0,319455.0,-5.5044096899495045,under
Hollywood200K,balanced_duckdb_pg_200k,JOB,PostgreSQL intermediate logical,job_exact_node_01007,job_exact,21a,21a:0015,21a:0005,5,Seq Scan,,company_name,cn,cn,company_name,1,2.0,1.0,12.0,12.0,2.0,6.0,1,exact_logical_count,2.069,,bb3a63d388dfe514789c0bbaf72ee63790e47a8c1ab33200f347a66d529384e1,experiments/paper_results/source_candidate/postgres_logical_subplans/job_exact/queries/job_exact_node_01007.sql,1,2.0,2.0,0.3010299956639812,over
Hollywood200K,balanced_duckdb_pg_200k,JOB,PostgreSQL intermediate logical,job_exact_node_01008,job_exact,21a,21a:0016,21a:0004,4,Seq Scan,,company_type,ct,ct,company_type,1,1.0,1.0,1.0,1.0,1.0,1.0,1,exact_logical_count,0.278,,1fa584875fa8ede8671a1c161566cbe9bbf86de4b4f9637e935982a441754154,experiments/paper_results/source_candidate/postgres_logical_subplans/job_exact/queries/job_exact_node_01008.sql,1,1.0,1.0,0.0,exact
Hollywood200K,balanced_duckdb_pg_200k,JOB,PostgreSQL intermediate logical,job_exact_node_01009,job_exact,21a,21a:0017,21a:0003,3,Index Scan,,movie_info,mi,mi,movie_info,1,2.0,2.0,1.0,2.0,1.0,1.0,404677,exact_logical_count,747.546,,e7d99cdcac4b31c78f005a359bf55c1b71930f50d0303b5b86bd0938e62c96f8,experiments/paper_results/source_candidate/postgres_logical_subplans/job_exact/queries/job_exact_node_01009.sql,404677,2.0,202338.5,-5.306078526106047,under
Hollywood200K,balanced_duckdb_pg_200k,JOB,PostgreSQL intermediate logical,job_exact_node_01010,job_exact,21a,21a:0018,21a:0002,2,Index Scan,,title,t,t,title,1,1781.0,1521.0,2.0,3042.0,1.170940170940171,1.7080291970802919,1521,exact_logical_count,0.666,,f1774405a87e5667a0528e5fdb6cdc86caf33dd26ff1c63786d46b7ab0cb8c0b,experiments/paper_results/source_candidate/postgres_logical_subplans/job_exact/queries/job_exact_node_01010.sql,1521,1781.0,1.170940170940171,0.06853470541024514,over
Hollywood200K,balanced_duckdb_pg_200k,JOB,PostgreSQL intermediate logical,job_exact_node_01011,job_exact,21b,21b:0002,21b:0001,1,Nested Loop,Inner,,,cn ct k lt mc mi mk ml t,company_name company_type keyword link_type movie_companies movie_info movie_keyword movie_link title,9,1.0,2.0,1.0,2.0,2.0,2.0,2,exact_logical_count,25.809,,a01bf0cf932857c1f1071a12107c920c7d0f3b7152d8cefc26dcb6b38d3fe7e3,experiments/paper_results/source_candidate/postgres_logical_subplans/job_exact/queries/job_exact_node_01011.sql,2,1.0,2.0,-0.3010299956639812,under
Hollywood200K,balanced_duckdb_pg_200k,JOB,PostgreSQL intermediate logical,job_exact_node_01012,job_exact,21b,21b:0003,21b:0002,2,Nested Loop,Inner,,,cn ct k lt mc mi mk ml,company_name company_type keyword link_type movie_companies movie_info movie_keyword movie_link,8,1.0,2.0,1.0,2.0,2.0,2.0,2,exact_logical_count,22.729,,2b3ae25830b760edf52dd9102ce30f7a1443f9f3d0afbded33b98698281daff0,experiments/paper_results/source_candidate/postgres_logical_subplans/job_exact/queries/job_exact_node_01012.sql,2,1.0,2.0,-0.3010299956639812,under
Hollywood200K,balanced_duckdb_pg_200k,JOB,PostgreSQL intermediate logical,job_exact_node_01013,job_exact,21b,21b:0004,21b:0003,3,Nested Loop,Inner,,,cn ct k lt mc mk ml,company_name company_type keyword link_type movie_companies movie_keyword movie_link,7,1.0,1.0,1.0,1.0,1.0,1.0,1,exact_logical_count,22.008,,a0bb06b23cc4a27ab7d395562bc45975c6bf1c18913c90b04d48ce2ea1049bbe,experiments/paper_results/source_candidate/postgres_logical_subplans/job_exact/queries/job_exact_node_01013.sql,1,1.0,1.0,0.0,exact
Hollywood200K,balanced_duckdb_pg_200k,JOB,PostgreSQL intermediate logical,job_exact_node_01014,job_exact,21b,21b:0005,21b:0004,4,Nested Loop,Inner,,,cn k lt mc mk ml,company_name keyword link_type movie_companies movie_keyword movie_link,6,1.0,1.0,1.0,1.0,1.0,1.0,1,exact_logical_count,21.091,,fe1f217b81382320b4d29f21e4e999ad8f800a16ccf99950ce7e7b04eb6b2312,experiments/paper_results/source_candidate/postgres_logical_subplans/job_exact/queries/job_exact_node_01014.sql,1,1.0,1.0,0.0,exact
Hollywood200K,balanced_duckdb_pg_200k,JOB,PostgreSQL intermediate logical,job_exact_node_01015,job_exact,21b,21b:0006,21b:0005,5,Nested Loop,Inner,,,k lt mc mk ml,keyword link_type movie_companies movie_keyword movie_link,5,1.0,12.0,1.0,12.0,12.0,12.0,12,exact_logical_count,2.135,,56aeaed2ebd7351bbea1fcb672561925e670eb258dbfc3f4c47256efa399c83f,experiments/paper_results/source_candidate/postgres_logical_subplans/job_exact/queries/job_exact_node_01015.sql,12,1.0,12.0,-1.0791812460476249,under
Hollywood200K,balanced_duckdb_pg_200k,JOB,PostgreSQL intermediate logical,job_exact_node_01016,job_exact,21b,21b:0007,21b:0006,6,Nested Loop,Inner,,,k lt mk ml,keyword link_type movie_keyword movie_link,4,1.0,16.0,1.0,16.0,16.0,16.0,16,exact_logical_count,1.912,,0664ed2f6e64fc21d94c60cb97e60ea133155ad4dde29d921a59413b4107eb73,experiments/paper_results/source_candidate/postgres_logical_subplans/job_exact/queries/job_exact_node_01016.sql,16,1.0,16.0,-1.2041199826559248,under
Hollywood200K,balanced_duckdb_pg_200k,JOB,PostgreSQL intermediate logical,job_exact_node_01017,job_exact,21b,21b:0008,21b:0007,7,Seq Scan,,link_type,lt,lt,link_type,1,1.0,1.0,1.0,1.0,1.0,1.0,1,exact_logical_count,0.258,,8e76b2abb38ed3d0713726ecfbef40c1a7fa5c7ce71a895a341ae3ef4f1239c3,experiments/paper_results/source_candidate/postgres_logical_subplans/job_exact/queries/job_exact_node_01017.sql,1,1.0,1.0,0.0,exact
Hollywood200K,balanced_duckdb_pg_200k,JOB,PostgreSQL intermediate logical,job_exact_node_01018,job_exact,21b,21b:0009,21b:0007,7,Nested Loop,Inner,,,k mk ml,keyword movie_keyword movie_link,3,11.0,42.0,1.0,42.0,3.8181818181818183,3.8181818181818183,42,exact_logical_count,1.595,,d857a5f60c9001f1293146225587d9584133832deaae01e590e1da35b248f1f9,experiments/paper_results/source_candidate/postgres_logical_subplans/job_exact/queries/job_exact_node_01018.sql,42,11.0,3.8181818181818183,-0.5818566052396754,under
Hollywood200K,balanced_duckdb_pg_200k,JOB,PostgreSQL intermediate logical,job_exact_node_01019,job_exact,21b,21b:0010,21b:0009,8,Nested Loop,Inner,,,k mk,keyword movie_keyword,2,96.0,459.0,1.0,459.0,4.78125,4.78125,459,exact_logical_count,1.202,,ef2f481c81b74fc0d175f216759a20835e7d810d957609ed258694e1333c18e0,experiments/paper_results/source_candidate/postgres_logical_subplans/job_exact/queries/job_exact_node_01019.sql,459,96.0,4.78125,-0.6795414524976928,under
Hollywood200K,balanced_duckdb_pg_200k,JOB,PostgreSQL intermediate logical,job_exact_node_01020,job_exact,21b,21b:0011,21b:0010,9,Seq Scan,,keyword,k,k,keyword,1,1.0,1.0,1.0,1.0,1.0,1.0,1,exact_logical_count,1.111,,6cccbfe6a4f08063992537669dfb19c8a2309c41b40c54f7ae7b93b7ce580b1e,experiments/paper_results/source_candidate/postgres_logical_subplans/job_exact/queries/job_exact_node_01020.sql,1,1.0,1.0,0.0,exact
Hollywood200K,balanced_duckdb_pg_200k,JOB,PostgreSQL intermediate logical,job_exact_node_01021,job_exact,21b,21b:0012,21b:0010,9,Index Scan,,movie_keyword,mk,mk,movie_keyword,1,158.0,459.0,1.0,459.0,2.9050632911392404,2.9050632911392404,2095957,exact_logical_count,71.619,,7cbc8d9a1fd8f41601d544f5aa8b2e75d34c94b8b2be08b210da1f1ef487ce56,experiments/paper_results/source_candidate/postgres_logical_subplans/job_exact/queries/job_exact_node_01021.sql,2095957,158.0,13265.550632911392,-4.122725281598544,under
Hollywood200K,balanced_duckdb_pg_200k,JOB,PostgreSQL intermediate logical,job_exact_node_01022,job_exact,21b,21b:0013,21b:0009,8,Index Scan,,movie_link,ml,ml,movie_link,1,1.0,0.0,459.0,0.0,1.0,1.0,25589,exact_logical_count,1.02,,b6a77012b611964e04352a0c9b3bf34fdc2e572de05ec8d416edb032ab676dcf,experiments/paper_results/source_candidate/postgres_logical_subplans/job_exact/queries/job_exact_node_01022.sql,25589,1.0,25589.0,-4.40805331429798,under
Hollywood200K,balanced_duckdb_pg_200k,JOB,PostgreSQL intermediate logical,job_exact_node_01023,job_exact,21b,21b:0014,21b:0006,6,Index Scan,,movie_companies,mc,mc,movie_companies,1,1.0,1.0,16.0,16.0,1.0,16.0,319455,exact_logical_count,38.654,,266d21cb984b4f356bd29118fff9c5104cc2629bd49d6265e6efcddda2228694,experiments/paper_results/source_candidate/postgres_logical_subplans/job_exact/queries/job_exact_node_01023.sql,319455,1.0,319455.0,-5.5044096899495045,under
Hollywood200K,balanced_duckdb_pg_200k,JOB,PostgreSQL intermediate logical,job_exact_node_01024,job_exact,21b,21b:0015,21b:0005,5,Seq Scan,,company_name,cn,cn,company_name,1,2.0,1.0,12.0,12.0,2.0,6.0,1,exact_logical_count,2.069,,bb3a63d388dfe514789c0bbaf72ee63790e47a8c1ab33200f347a66d529384e1,experiments/paper_results/source_candidate/postgres_logical_subplans/job_exact/queries/job_exact_node_01024.sql,1,2.0,2.0,0.3010299956639812,over
Hollywood200K,balanced_duckdb_pg_200k,JOB,PostgreSQL intermediate logical,job_exact_node_01025,job_exact,21b,21b:0016,21b:0004,4,Seq Scan,,company_type,ct,ct,company_type,1,1.0,1.0,1.0,1.0,1.0,1.0,1,exact_logical_count,0.278,,1fa584875fa8ede8671a1c161566cbe9bbf86de4b4f9637e935982a441754154,experiments/paper_results/source_candidate/postgres_logical_subplans/job_exact/queries/job_exact_node_01025.sql,1,1.0,1.0,0.0,exact
Hollywood200K,balanced_duckdb_pg_200k,JOB,PostgreSQL intermediate logical,job_exact_node_01026,job_exact,21b,21b:0017,21b:0003,3,Index Scan,,movie_info,mi,mi,movie_info,1,1.0,2.0,1.0,2.0,2.0,2.0,68140,exact_logical_count,388.773,,d6d16b4d9fceac4a83a3a319cf6e67cc71b884425e52a03290cfb34626cf1791,experiments/paper_results/source_candidate/postgres_logical_subplans/job_exact/queries/job_exact_node_01026.sql,68140,1.0,68140.0,-4.8334021292318585,under
Hollywood200K,balanced_duckdb_pg_200k,JOB,PostgreSQL intermediate logical,job_exact_node_01027,job_exact,21b,21b:0018,21b:0002,2,Index Scan,,title,t,t,title,1,1781.0,1521.0,2.0,3042.0,1.170940170940171,1.7080291970802919,1521,exact_logical_count,0.801,,cac801f0e347bbb0797d42358606530d4fde0a9b000f81d30f8aed41e543cde4,experiments/paper_results/source_candidate/postgres_logical_subplans/job_exact/queries/job_exact_node_01027.sql,1521,1781.0,1.170940170940171,0.06853470541024514,over
Hollywood200K,balanced_duckdb_pg_200k,JOB,PostgreSQL intermediate logical,job_exact_node_01028,job_exact,21c,21c:0002,21c:0001,1,Nested Loop,Inner,,,cn ct k lt mc mi mk ml t,company_name company_type keyword link_type movie_companies movie_info movie_keyword movie_link title,9,1.0,49.0,1.0,49.0,49.0,49.0,49,exact_logical_count,1002.488,,743be56f984b0da2c991b02a9ab602e1b16e2ab939fddc49c6a7b5329f1834e3,experiments/paper_results/source_candidate/postgres_logical_subplans/job_exact/queries/job_exact_node_01028.sql,49,1.0,49.0,-1.6901960800285136,under
Hollywood200K,balanced_duckdb_pg_200k,JOB,PostgreSQL intermediate logical,job_exact_node_01029,job_exact,21c,21c:0003,21c:0002,2,Nested Loop,Inner,,,cn ct k mc mi mk ml t,company_name company_type keyword movie_companies movie_info movie_keyword movie_link title,8,1.0,52.0,1.0,52.0,52.0,52.0,52,exact_logical_count,999.105,,48cc1ce87034b804c16cbb57e19b0283d9bf8f667ce21c86e4804a9fb2f5a502,experiments/paper_results/source_candidate/postgres_logical_subplans/job_exact/queries/job_exact_node_01029.sql,52,1.0,52.0,-1.716003343634799,under
Hollywood200K,balanced_duckdb_pg_200k,JOB,PostgreSQL intermediate logical,job_exact_node_01030,job_exact,21c,21c:0004,21c:0003,3,Nested Loop,Inner,,,cn ct k mc mk ml t,company_name company_type keyword movie_companies movie_keyword movie_link title,7,1.0,15.0,1.0,15.0,15.0,15.0,15,exact_logical_count,1003.246,,9fa6454cb0038f4005f17bc51873a5dc432dc2bded06e57eba3deed84c1f5392,experiments/paper_results/source_candidate/postgres_logical_subplans/job_exact/queries/job_exact_node_01030.sql,15,1.0,15.0,-1.1760912590556813,under
Hollywood200K,balanced_duckdb_pg_200k,JOB,PostgreSQL intermediate logical,job_exact_node_01031,job_exact,21c,21c:0005,21c:0004,4,Nested Loop,Inner,,,cn k mc mk ml t,company_name keyword movie_companies movie_keyword movie_link title,6,1.0,15.0,1.0,15.0,15.0,15.0,15,exact_logical_count,1010.537,,1900fad6dd6f8a951af23f721ea04e9f06a1c04bc446d47b82a7c42459d5a1c8,experiments/paper_results/source_candidate/postgres_logical_subplans/job_exact/queries/job_exact_node_01031.sql,15,1.0,15.0,-1.1760912590556813,under
Hollywood200K,balanced_duckdb_pg_200k,JOB,PostgreSQL intermediate logical,job_exact_node_01032,job_exact,21c,21c:0006,21c:0005,5,Nested Loop,Inner,,,k mc mk ml t,keyword movie_companies movie_keyword movie_link title,5,1.0,396.0,1.0,396.0,396.0,396.0,396,exact_logical_count,7.364,,a123aa0090b82314d72b596d8b209595fcc94aef61e1ab42a0c7026f4328a8aa,experiments/paper_results/source_candidate/postgres_logical_subplans/job_exact/queries/job_exact_node_01032.sql,396,1.0,396.0,-2.597695185925512,under
Hollywood200K,balanced_duckdb_pg_200k,JOB,PostgreSQL intermediate logical,job_exact_node_01033,job_exact,21c,21c:0007,21c:0006,6,Nested Loop,Inner,,,k mk ml t,keyword movie_keyword movie_link title,4,1.0,466.0,1.0,466.0,466.0,466.0,466,exact_logical_count,5.532,,2bb92f226837bc31ec7cc45c3c4a033c38f926e5740a5a7a79441ad5d3b10a6e,experiments/paper_results/source_candidate/postgres_logical_subplans/job_exact/queries/job_exact_node_01033.sql,466,1.0,466.0,-2.66838591669,under
Hollywood200K,balanced_duckdb_pg_200k,JOB,PostgreSQL intermediate logical,job_exact_node_01034,job_exact,21c,21c:0008,21c:0007,7,Hash Join,Inner,,,k mk t,keyword movie_keyword title,3,5.0,600.0,1.0,600.0,120.0,120.0,600,exact_logical_count,4.522,,c80aa718497fe3e1c5c75abdbb258054e09d7343ab02ea7f5088324d327ba804,experiments/paper_results/source_candidate/postgres_logical_subplans/job_exact/queries/job_exact_node_01034.sql,600,5.0,120.0,-2.079181246047625,under
Hollywood200K,balanced_duckdb_pg_200k,JOB,PostgreSQL intermediate logical,job_exact_node_01035,job_exact,21c,21c:0009,21c:0008,8,Bitmap Heap Scan,,title,t,t,title,1,19342.0,18955.0,1.0,18955.0,1.0204167765761012,1.0204167765761012,18955,exact_logical_count,1.18,,b6ecb2a3a767ca8018c39771bfbe238bdfdc0e8b21b513a41e21b1b447bc59af,experiments/paper_results/source_candidate/postgres_logical_subplans/job_exact/queries/job_exact_node_01035.sql,18955,19342.0,1.0204167765761012,0.008777590191115453,over
Hollywood200K,balanced_duckdb_pg_200k,JOB,PostgreSQL intermediate logical,job_exact_node_01036,job_exact,21c,21c:0012,21c:0011,9,Nested Loop,Inner,,,k mk,keyword movie_keyword,2,96.0,8098.0,1.0,8098.0,84.35416666666667,84.35416666666667,8098,exact_logical_count,1.562,,fa7054bcea18a9223057b9666e954b20d0a5ca637b5468bf25eb5d0a723c3e55,experiments/paper_results/source_candidate/postgres_logical_subplans/job_exact/queries/job_exact_node_01036.sql,8098,96.0,84.35416666666667,-1.9261065393928263,under
Hollywood200K,balanced_duckdb_pg_200k,JOB,PostgreSQL intermediate logical,job_exact_node_01037,job_exact,21c,21c:0013,21c:0012,10,Seq Scan,,keyword,k,k,keyword,1,1.0,1.0,1.0,1.0,1.0,1.0,1,exact_logical_count,1.124,,bb0493e4c3fc55b09c0cd74008f9a668b7b6e9661f3331016c24232cb3c873a1,experiments/paper_results/source_candidate/postgres_logical_subplans/job_exact/queries/job_exact_node_01037.sql,1,1.0,1.0,0.0,exact
Hollywood200K,balanced_duckdb_pg_200k,JOB,PostgreSQL intermediate logical,job_exact_node_01038,job_exact,21c,21c:0014,21c:0012,10,Index Scan,,movie_keyword,mk,mk,movie_keyword,1,158.0,8098.0,1.0,8098.0,51.25316455696203,51.25316455696203,2095957,exact_logical_count,71.619,,7cbc8d9a1fd8f41601d544f5aa8b2e75d34c94b8b2be08b210da1f1ef487ce56,experiments/paper_results/source_candidate/postgres_logical_subplans/job_exact/queries/job_exact_node_01038.sql,2095957,158.0,13265.550632911392,-4.122725281598544,under
Hollywood200K,balanced_duckdb_pg_200k,JOB,PostgreSQL intermediate logical,job_exact_node_01039,job_exact,21c,21c:0015,21c:0007,7,Index Scan,,movie_link,ml,ml,movie_link,1,1.0,1.0,600.0,600.0,1.0,600.0,25589,exact_logical_count,1.02,,b6a77012b611964e04352a0c9b3bf34fdc2e572de05ec8d416edb032ab676dcf,experiments/paper_results/source_candidate/postgres_logical_subplans/job_exact/queries/job_exact_node_01039.sql,25589,1.0,25589.0,-4.40805331429798,under
Hollywood200K,balanced_duckdb_pg_200k,JOB,PostgreSQL intermediate logical,job_exact_node_01040,job_exact,21c,21c:0016,21c:0006,6,Index Scan,,movie_companies,mc,mc,movie_companies,1,1.0,1.0,466.0,466.0,1.0,466.0,319455,exact_logical_count,38.654,,266d21cb984b4f356bd29118fff9c5104cc2629bd49d6265e6efcddda2228694,experiments/paper_results/source_candidate/postgres_logical_subplans/job_exact/queries/job_exact_node_01040.sql,319455,1.0,319455.0,-5.5044096899495045,under
Hollywood200K,balanced_duckdb_pg_200k,JOB,PostgreSQL intermediate logical,job_exact_node_01041,job_exact,21c,21c:0017,21c:0005,5,Seq Scan,,company_name,cn,cn,company_name,1,1453.0,904.0,396.0,357984.0,1.6073008849557522,246.37577426015142,904,exact_logical_count,3.008,,6896c772a31a11cd74059baa5dd3f815ce4b516053cfa1be3007a8568b5fb2e8,experiments/paper_results/source_candidate/postgres_logical_subplans/job_exact/queries/job_exact_node_01041.sql,904,1453.0,1.6073008849557522,0.2060971838226582,over
Hollywood200K,balanced_duckdb_pg_200k,JOB,PostgreSQL intermediate logical,job_exact_node_01042,job_exact,21c,21c:0018,21c:0004,4,Seq Scan,,company_type,ct,ct,company_type,1,1.0,1.0,15.0,15.0,1.0,15.0,1,exact_logical_count,0.278,,1fa584875fa8ede8671a1c161566cbe9bbf86de4b4f9637e935982a441754154,experiments/paper_results/source_candidate/postgres_logical_subplans/job_exact/queries/job_exact_node_01042.sql,1,1.0,1.0,0.0,exact
Hollywood200K,balanced_duckdb_pg_200k,JOB,PostgreSQL intermediate logical,job_exact_node_01043,job_exact,21c,21c:0019,21c:0003,3,Index Scan,,movie_info,mi,mi,movie_info,1,3.0,3.0,15.0,45.0,1.0,15.0,807573,exact_logical_count,427.826,,d9cbd5d828e58e9b06b3515f5a729420e1a8bce3604384377dd38f29a9f2fb57,experiments/paper_results/source_candidate/postgres_logical_subplans/job_exact/queries/job_exact_node_01043.sql,807573,3.0,269191.0,-5.430060535805742,under
Hollywood200K,balanced_duckdb_pg_200k,JOB,PostgreSQL intermediate logical,job_exact_node_01044,job_exact,21c,21c:0020,21c:0002,2,Seq Scan,,link_type,lt,lt,link_type,1,1.0,2.0,52.0,104.0,2.0,104.0,2,exact_logical_count,0.34,,f1500b2023e42567f35a9c6206ae2becd6dfdea2db339cf1dfe178b8c6ccf827,experiments/paper_results/source_candidate/postgres_logical_subplans/job_exact/queries/job_exact_node_01044.sql,2,1.0,2.0,-0.3010299956639812,under
Hollywood200K,balanced_duckdb_pg_200k,JOB,PostgreSQL intermediate logical,job_exact_node_01045,job_exact,22a,22a:0002,22a:0001,1,Nested Loop,Inner,,,cn ct it1 it2 k kt mc mi mi_idx mk t,company_name company_type info_type info_type keyword kind_type movie_companies movie_info movie_info_idx movie_keyword title,11,1.0,11131.0,1.0,11131.0,11131.0,11131.0,11131,exact_logical_count,23209.628,,c9aab8d804d2d0c9937cf3a18da6dc599a0f01124d5959a930120f5a610d8422,experiments/paper_results/source_candidate/postgres_logical_subplans/job_exact/queries/job_exact_node_01045.sql,11131,1.0,11131.0,-4.046534182750969,under
Hollywood200K,balanced_duckdb_pg_200k,JOB,PostgreSQL intermediate logical,job_exact_node_01046,job_exact,22a,22a:0003,22a:0002,2,Nested Loop,Inner,,,cn it1 it2 k kt mc mi mi_idx mk t,company_name info_type info_type keyword kind_type movie_companies movie_info movie_info_idx movie_keyword title,10,1.0,11131.0,1.0,11131.0,11131.0,11131.0,11131,exact_logical_count,23036.172,,77ab004792382f2848ae70fdcd4b3eef3654ba80c2e344ac9960c779fe494cdf,experiments/paper_results/source_candidate/postgres_logical_subplans/job_exact/queries/job_exact_node_01046.sql,11131,1.0,11131.0,-4.046534182750969,under
Hollywood200K,balanced_duckdb_pg_200k,JOB,PostgreSQL intermediate logical,job_exact_node_01047,job_exact,22a,22a:0004,22a:0003,3,Nested Loop,Inner,,,it1 it2 k kt mc mi mi_idx mk t,info_type info_type keyword kind_type movie_companies movie_info movie_info_idx movie_keyword title,9,1.0,19689.0,1.0,19689.0,19689.0,19689.0,19689,exact_logical_count,355.812,,45240bf850308a749bfc498ad66e4025f7a47c128b0471189581ccdb6a7c44cf,experiments/paper_results/source_candidate/postgres_logical_subplans/job_exact/queries/job_exact_node_01047.sql,19689,1.0,19689.0,-4.294223658976586,under
Hollywood200K,balanced_duckdb_pg_200k,JOB,PostgreSQL intermediate logical,job_exact_node_01048,job_exact,22a,22a:0005,22a:0004,4,Seq Scan,,info_type,it1,it1,info_type,1,1.0,1.0,1.0,1.0,1.0,1.0,1,exact_logical_count,0.466,,c238b4f374ce54f534b25b9847324f3d4a6651b780c37141cf31253ac9966bea,experiments/paper_results/source_candidate/postgres_logical_subplans/job_exact/queries/job_exact_node_01048.sql,1,1.0,1.0,0.0,exact
Hollywood200K,balanced_duckdb_pg_200k,JOB,PostgreSQL intermediate logical,job_exact_node_01049,job_exact,22a,22a:0006,22a:0004,4,Nested Loop,Inner,,,it2 k kt mc mi mi_idx mk t,info_type keyword kind_type movie_companies movie_info movie_info_idx movie_keyword title,8,2.0,22523.0,1.0,22523.0,11261.5,11261.5,22523,exact_logical_count,361.731,,82375e0e5de3879f2c84574a7d7c8a009f65be28d47c654f3b9c9752542f565c,experiments/paper_results/source_candidate/postgres_logical_subplans/job_exact/queries/job_exact_node_01049.sql,22523,2.0,11261.5,-4.051596241166822,under
Hollywood200K,balanced_duckdb_pg_200k,JOB,PostgreSQL intermediate logical,job_exact_node_01050,job_exact,22a,22a:0007,22a:0006,5,Nested Loop,Inner,,,it2 k kt mc mi_idx mk t,info_type keyword kind_type movie_companies movie_info_idx movie_keyword title,7,2.0,19689.0,1.0,19689.0,9844.5,9844.5,19689,exact_logical_count,173.626,,4a6cc61b9d1d18aa61223b74275033df9ce2ae0f9aa86220cab79d49fc16b4bf,experiments/paper_results/source_candidate/postgres_logical_subplans/job_exact/queries/job_exact_node_01050.sql,19689,2.0,9844.5,-3.9931936633126046,under
Hollywood200K,balanced_duckdb_pg_200k,JOB,PostgreSQL intermediate logical,job_exact_node_01051,job_exact,22a,22a:0008,22a:0007,6,Hash Join,Inner,,,it2 k kt mi_idx mk t,info_type keyword kind_type movie_info_idx movie_keyword title,6,9.0,30015.0,1.0,30015.0,3335.0,3335.0,30015,exact_logical_count,106.101,,8e3f34951975363fe368264a23e634843d7f40a2ded48d46ee15ef0af38d6d75,experiments/paper_results/source_candidate/postgres_logical_subplans/job_exact/queries/job_exact_node_01051.sql,30015,9.0,3335.0,-3.523095838252568,under
